50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d180b656-f7e3-40f6-98bf-443efbf94171,3359,,,"[82.2, 34.3]",3857292,86,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,177,Germany,770,['f164dec5-4497-4d9d-a806-a045cc490013'],29,,,,,,,,,,,,,,,,,,Germany,770,00:41:29.366,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f761ffc0-1a85-409f-9ed4-641736f2f9a0,3362,,,"[74.1, 57.4]",3857292,86,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lukas Klostermann,8507.0,Right Center Back,177,Germany,770,['b9f08b1b-3c3c-401f-8a22-dd3b8822f5c0'],33,,,,,,,,,,,,,,,,,,Germany,770,00:41:33.667,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdc13f19-3486-4bc6-995c-7193f30edfef,3365,,,"[78.1, 44.1]",3857292,86,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,177,Germany,770,['df22c766-cf67-4351-9e7c-e6b984f047c4'],36,,,,,,,,,,,,,,,,,,Germany,770,00:41:36.687,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,580a60ec-36b4-4805-ba09-ac1d6954a954,3373,,,"[62.6, 62.6]",3857292,86,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jewison Bennette,132728.0,Right Wing,177,Germany,770,['dc8448aa-8928-48ae-ae8a-43b2ec29b02a'],47,,,,,,,,,,,,,,,,,,Costa Rica,795,00:41:47.747,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f63658af-9e8a-4701-9078-37257c4968fe,3377,,,"[43.9, 24.3]",3857292,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Niklas Süle,6322.0,Center Back,178,Germany,770,['aef72afb-0d83-4e19-adb4-4d7241ff164e'],54,,,,,,,,,,,,,,,,,,Germany,770,00:41:54.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,71d5e74b-c403-41f5-8b93-2eba7ea3e769,3380,,,"[59.7, 21.3]",3857292,86,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Center Defensive Midfield,178,Germany,770,['6b002c76-cf58-4adc-89c5-30589dce14af'],57,,,,,,,,,,,,,,,,,,Germany,770,00:41:57.052,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b74db3ce-7af3-42a6-8e38-d6fc0d25d954,3383,,,"[73.0, 57.1]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lukas Klostermann,8507.0,Right Center Back,178,Germany,770,['d864c820-dcd3-45a0-a4ab-91bbac8cc62f'],6,,,,,,,,,,,,,,,,,,Germany,770,00:42:06.230,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef973bc6-69ba-4b38-b550-3d866567ab4f,3386,,,"[70.3, 38.4]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Center Defensive Midfield,178,Germany,770,['1902fb94-36cb-4887-9541-a4cc363d04f9'],9,,,,,,,,,,,,,,,,,,Germany,770,00:42:09.439,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0acfaa4-7a2a-4665-8110-152c392ddd99,3389,,,"[84.4, 5.6]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jamal Musiala,39565.0,Left Center Midfield,178,Germany,770,['5bdb4b2d-f504-4905-a597-632548bfa8ad'],13,,,,,,,,,,,,,,,,,,Germany,770,00:42:13.375,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24114607-40e3-44c1-8ba0-e247852cd6e6,3392,,,"[101.5, 2.0]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leroy Sané,3053.0,Left Wing Back,178,Germany,770,['f4bdaf38-4e4a-4f45-8690-783a2f3462f4'],16,,,,,,,,,,,,,,,,,,Germany,770,00:42:16.821,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3879b054-c4c3-425c-8853-3a3212278804,3398,,,"[77.6, 37.6]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Center Defensive Midfield,178,Germany,770,['c1edf386-24db-48a6-8d15-85ebee2791ad'],24,,,,,,,,,,,,,,,,,,Germany,770,00:42:24.026,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9368b87c-6504-483a-ac61-e702740d9cb0,3401,,,"[81.7, 14.8]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,178,Germany,770,['3050134c-358f-41a0-bdf2-7b18f3b1d4b4'],29,,,,,,,,,,,,,,,,,,Germany,770,00:42:29.130,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,64e44b19-5daa-48c4-b5e8-9289af5ed1cb,3406,,,"[55.1, 68.8]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lukas Klostermann,8507.0,Right Center Back,178,Germany,770,['e143c3d8-242d-49d4-a8ee-c31fb0800295'],39,,,,,,,,,,,,,,,,,,Germany,770,00:42:39.407,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48af4b71-ffe8-4bb2-a9a2-8706a8c46745,3409,,,"[54.5, 52.0]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Niklas Süle,6322.0,Center Back,178,Germany,770,['26caa8d0-d638-46cf-9b3e-08612c6c20aa'],41,,,,,,,,,,,,,,,,,,Germany,770,00:42:41.872,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddeb6576-9456-44f8-8f93-bf2c2e38ffc6,3412,,,"[88.2, 40.8]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kai Havertz,8966.0,Left Center Forward,178,Germany,770,['eda68958-0272-405a-8195-44aed477bd22'],46,,,,,,,,,,,,,,,,,,Germany,770,00:42:46.843,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,5b4a3855-ed1a-4069-8887-2cc0134d095c,3417,,,"[97.4, 52.2]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leroy Sané,3053.0,Left Wing Back,178,Germany,770,['81db58e2-244c-48f4-b974-2ba8f6a11898'],50,,,,,,,,,,,,,,,,,,Germany,770,00:42:50.173,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca86d300-4690-4833-81c8-f34415ee8ad4,3422,,,"[31.4, 15.1]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ronald Alberto Matarrita Ulate,15477.0,Left Wing,178,Germany,770,['e9268492-86cb-4775-b9fa-5083588fcf8c'],53,,,,,,,,,,,,,,,,,,Costa Rica,795,00:42:53.637,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a54e87be-bae4-4921-a978-2ae86c92b182,3425,,,"[41.7, 19.2]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yeltsin Ignacio Tejeda Valverde,5839.0,Left Defensive Midfield,178,Germany,770,['e177fd8f-e15c-4b7a-9fb0-fff1634c791e'],54,,,,,,,,,,,,,,,,,,Costa Rica,795,00:42:54.748,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,59326488-4f17-4bd7-9295-d042f2f852b5,3430,,,"[84.6, 59.3]",3857292,87,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kai Havertz,8966.0,Left Center Forward,178,Germany,770,"['232a4c51-a65f-495b-aafc-95c152ac9bc7', '379f8bd0-d9a7-423a-a562-627ca2bae779']",56,,,,,,,,,,,,,,,,,,Germany,770,00:42:56.810,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a49dac66-1134-4ac3-a488-228f878f3ec2,3433,,,"[70.8, 37.3]",3857292,88,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antonio Rüdiger,3167.0,Left Center Back,178,Germany,770,['df779e7e-84b1-4962-97d1-7cda73b76822'],0,,,,,,,,,,,,,,,,,,Germany,770,00:43:00.421,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,93c123cf-71af-4685-93b6-9578b3bc51e4,3436,,,"[93.3, 57.1]",3857292,88,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mario Götze,8227.0,Right Center Midfield,178,Germany,770,['ead3bfe3-4329-4e94-8062-6a1300462e16'],5,,,,,,,,,,,,,,,,,,Germany,770,00:43:05.885,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7968a865-d66c-4ba7-ba92-e5b928dfbb10,3439,,,"[79.8, 49.2]",3857292,88,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joshua Kimmich,5579.0,Center Defensive Midfield,178,Germany,770,['f9293052-52fe-43e4-a116-53d1bf78608a'],9,,,,,,,,,,,,,,,,,,Germany,770,00:43:09.696,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e9589a9-ce95-44a4-8518-0c061c197d47,3442,,,"[113.7, 33.0]",3857292,88,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Leroy Sané,3053.0,Left Wing Back,178,Germany,770,['6d4d25b7-2e1a-42b7-a21d-05d90e6cf108'],12,,,,,,,,,,,,,,,,,,Germany,770,00:43:12.938,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee2905b6-56c8-4eb2-afd9-d0fe2fdea626,3444,,,"[114.8, 42.5]",3857292,88,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Niclas Füllkrug,8546.0,Right Center Forward,178,Germany,770,['dcc30c4b-0ee0-4636-a07e-fe94b81977b3'],13,,,,,,,,,,,,,,,,,,Germany,770,00:43:13.689,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d92cd6-0c63-4937-86b0-67fe5ea99d38,3448,,,"[41.2, 29.2]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Juan Pablo Vargas Campos,27163.0,Left Center Back,179,Costa Rica,795,['c3bc7fd7-a3a3-480c-be47-322494f10556'],30,,,,,,,,,,,,,,,,,,Costa Rica,795,00:46:30.156,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7146869b-31a8-4780-aba0-b43d803b672a,3452,,,"[40.9, 45.4]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,180,Germany,770,['f94e8d31-8557-4dba-8a60-833863b53f85'],34,,,,,,,,,,,,,,,,,,Germany,770,00:46:34.696,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,474043a9-438c-4888-b588-68c7ecb8fe6c,3454,,,"[31.4, 66.9]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lukas Klostermann,8507.0,Right Center Back,180,Germany,770,['1561319f-3ff5-4f5e-80b8-55463936c67a'],37,,,,,,,,,,,,,,,,,,Germany,770,00:46:37.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1f779f9-6fd0-4a99-8d68-ea7418441852,3457,,,"[49.6, 61.5]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,180,Germany,770,['8e444b08-7d83-43bc-9d6b-0c957b987e5d'],40,,,,,,,,,,,,,,,,,,Germany,770,00:46:40.413,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aa96a50-47be-41bc-bb10-3ecd0d1dcb8c,3459,,,"[52.3, 73.9]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Serge Gnabry,8400.0,Right Wing Back,180,Germany,770,['33ca31d3-44c3-4991-8a7a-f430d8f4d9f3'],41,,,,,,,,,,,,,,,,,,Germany,770,00:46:41.152,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,baa210c1-fc20-4bff-886e-58732d9a39f5,3461,,,"[32.3, 66.3]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lukas Klostermann,8507.0,Right Center Back,180,Germany,770,['114a430a-a7e8-4b7d-a089-f13e989cd349'],42,,,,,,,,,,,,,,,,,,Germany,770,00:46:42.458,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21c00023-6832-414c-bb0b-58dc7ce8c401,3464,,,"[31.7, 47.9]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niklas Süle,6322.0,Center Back,180,Germany,770,['cda11de7-00e2-4262-8951-3832552b0a96'],43,,,,,,,,,,,,,,,,,,Germany,770,00:46:43.930,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16d6aadf-514b-4836-8697-31bfc549de41,3467,,,"[48.5, 12.6]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,180,Germany,770,['bb9e7f6a-f71f-4da2-986f-491b3923a1f0'],50,,,,,,,,,,,,,,,,,,Germany,770,00:46:50.791,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,965f2bf3-fb6c-484e-912f-aa68aacc9a8e,3470,,,"[69.2, 2.8]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Left Wing Back,180,Germany,770,['a32673ec-21c0-45e0-8bb4-c84ed4c70904'],53,,,,,,,,,,,,,,,,,,Germany,770,00:46:53.290,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,82a23f01-cfc4-4982-97ed-78d1402c8163,3477,,,"[79.2, 31.3]",3857292,91,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niclas Füllkrug,8546.0,Right Center Forward,180,Germany,770,['20f66912-900d-44d1-8f43-a480aea2c158'],58,,,,,,,,,,,,,,,,,,Germany,770,00:46:58.218,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,508ba6af-f14c-4494-9292-a7887b537e6c,3480,,,"[93.3, 39.5]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leroy Sané,3053.0,Left Wing Back,180,Germany,770,['91519589-6e6f-4bf3-a441-faf0687f1a71'],0,,,,,,,,,,,,,,,,,,Germany,770,00:47:00.286,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,feeb7151-2c56-4f18-bdf4-bee42df13e18,3496,,,"[106.1, 69.6]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kai Havertz,8966.0,Left Center Forward,181,Germany,770,"['b5911d9f-528c-439c-b4c0-6c9a17a850bd', 'c4c5512c-f236-42b8-afdb-5a9f97682a25']",37,,,,,,,,,,,,,,,,,,Germany,770,00:47:37.431,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c32be59-0c8e-463a-b4ee-3d6ad163cda1,3506,,,"[3.7, 12.7]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronald Alberto Matarrita Ulate,15477.0,Left Wing Back,182,Costa Rica,795,['46e9f561-1cfa-4568-89c6-009448241e73'],43,,,,,,,,,,,,,,,,,,Costa Rica,795,00:47:43.134,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dad4d5e-a73b-4818-a978-27b99b1b8ea9,3510,,,"[42.0, 23.3]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,182,Costa Rica,795,"['0e744ced-4088-4660-9ecb-601ca62f0da3', '2621b402-cde7-42cb-b8c6-0f76c3b48fd2']",46,,,,,,,,,,,,,,,,,,Costa Rica,795,00:47:46.160,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9b0b089-7ebd-40c1-99cd-4aed68e0ac23,3514,,,"[40.9, 11.9]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roan Roberto Wilson Gordon,135271.0,Left Defensive Midfield,182,Costa Rica,795,['0e8e4ef1-a8bc-438e-8f9f-99270cd5c118'],49,,,,,,,,,,,,,,,,,,Costa Rica,795,00:47:49.883,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31650bc3-cfb6-47d3-afad-9ab9abdaebde,3518,,,"[47.1, 21.1]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,182,Costa Rica,795,['ae362336-32c0-41ac-bd8e-6c52ccd2008a'],55,,,,,,,,,,,,,,,,,,Costa Rica,795,00:47:55.071,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d79fcdee-4899-443b-ad0a-a3a83ff80f7f,3520,,,"[38.7, 9.4]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ronald Alberto Matarrita Ulate,15477.0,Left Wing Back,182,Costa Rica,795,['edb7fa87-094e-45cc-856b-adece03f238b'],56,,,,,,,,,,,,,,,,,,Costa Rica,795,00:47:56.886,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe4ef7ad-d326-4f19-a97a-432f03ce49e8,3525,,,"[60.7, 7.8]",3857292,92,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anthony Daniel Contreras Enríquez,132296.0,Left Wing,182,Costa Rica,795,"['ba89a0e2-98ad-4cc8-8f15-146374a16f2e', 'ec03bd57-dbb4-4d7d-9b10-f0f36791ebaa']",59,,,,,,,,,,,,,,,,,,Costa Rica,795,00:47:59.100,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,597bd16a-23f2-4032-90ab-29d49b46e4a8,3528,,,"[56.1, 15.1]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Celso Borges Mora,5582.0,Right Defensive Midfield,182,Costa Rica,795,['d82ce3bb-01ab-4380-8f14-23ef2e704c90'],0,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:00.188,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,88018bd4-6854-4f96-9072-121c6d63e835,3534,,,"[66.1, 18.4]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roan Roberto Wilson Gordon,135271.0,Left Defensive Midfield,182,Costa Rica,795,['7da58643-91a4-4085-bf27-c344309d27d3'],2,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:02.214,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,480b03f3-c910-4d69-b15f-a4f6c37dd7e3,3537,,,"[66.1, 34.4]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,182,Costa Rica,795,['5a31c357-33b6-4aa8-8564-9273553f4002'],5,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:05.168,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,172b9792-61c8-41fa-9e9b-b682db1dc0f1,3539,,,"[91.6, 69.1]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jewison Bennette,132728.0,Right Wing,182,Costa Rica,795,['eaf2c6a1-5fb0-4d4b-8994-cbbbfbcc4dc0'],6,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:06.989,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,b993ecaa-a3ed-4878-a23f-656eadf54301,3542,,,"[96.5, 48.2]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,182,Costa Rica,795,['ca2cce16-0cf9-45ac-b0bd-d3b47ae411fb'],12,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:12.445,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8e672e09-ca2d-4d14-82ed-3429073268ef,3549,,,"[96.8, 62.3]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jewison Bennette,132728.0,Right Wing,182,Costa Rica,795,['a37f9f58-ccf8-4d46-b7ff-9124663e3e6d'],20,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:20.208,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8d4441e-32b3-47f8-b11e-e85275a41bf0,3551,,,"[55.9, 10.7]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Niclas Füllkrug,8546.0,Right Center Forward,182,Costa Rica,795,['a9f5adfd-1349-4dc1-b893-3504c719ae5a'],22,,,,,,,,,,,,,,,,,,Germany,770,00:48:22.829,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb5370df-296c-4d78-a60a-b418c536963c,3557,,,"[50.4, 15.1]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Anthony Daniel Contreras Enríquez,132296.0,Left Wing,183,Costa Rica,795,"['21375d6b-7124-487c-91cf-0ffe5af9cae2', 'd110fed0-87cf-4478-8720-661de3c91cc6']",54,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:54.764,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d074e0e5-d77c-495b-802b-b5486f592cce,3560,,,"[42.5, 19.5]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Roan Roberto Wilson Gordon,135271.0,Left Defensive Midfield,183,Costa Rica,795,['97bb89ee-bcc1-4bac-b5fe-93dab4855d50'],56,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:56.345,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,da7e9340-0934-43e1-b246-ccf4013e287a,3563,,,"[44.1, 38.4]",3857292,93,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Celso Borges Mora,5582.0,Right Defensive Midfield,183,Costa Rica,795,['1b1d7144-dafa-4516-878d-40eee3a5b533'],57,,,,,,,,,,,,,,,,,,Costa Rica,795,00:48:57.775,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9adee6b2-5161-465d-b259-e36a74638ee2,3566,,,"[42.2, 47.9]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Youstin Delfin Salas Gómez,132756.0,Right Wing Back,183,Costa Rica,795,['25cc1ed6-92e9-4e2f-a08a-616bb345d4bc'],0,,,,,,,,,,,,,,,,,,Costa Rica,795,00:49:00.831,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364e9d0-4e19-468e-b571-07a583e87945,3569,,,"[56.4, 46.9]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jewison Bennette,132728.0,Right Wing,183,Costa Rica,795,['69ec61ec-d865-4076-990f-7ca3d5b7f220'],2,,,,,,,,,,,,,,,,,,Costa Rica,795,00:49:02.655,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,047fd467-47a8-42fd-978b-11d4177eb4cc,3574,,,"[6.5, 37.3]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Matthias Ginter,8808.0,Center Back,184,Germany,770,['f871af23-6e57-4134-a2e5-9e0fbdf70665'],9,,,,,,,,,,,,,,,,,,Germany,770,00:49:09.748,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9017df10-df6c-45a2-bc9c-bf286102dabd,3577,,,"[54.8, 34.1]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,184,Germany,770,['f9bd7caf-2963-476e-859a-2bded1754594'],12,,,,,,,,,,,,,,,,,,Germany,770,00:49:12.948,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a870d3f-9a62-420c-9c53-e8b406114c38,3580,,,"[78.7, 11.3]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamal Musiala,39565.0,Left Center Midfield,184,Germany,770,['261ba36b-b175-4f72-9fa0-15f526775434'],14,,,,,,,,,,,,,,,,,,Germany,770,00:49:14.853,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c096b63-c3c0-46c5-a32d-db3eb7f87cb4,3583,,,"[71.3, 31.3]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio Rüdiger,3167.0,Left Center Back,184,Germany,770,['b279efd3-59c2-4d40-8344-321269ea9c39'],21,,,,,,,,,,,,,,,,,,Germany,770,00:49:21.652,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7aa07354-9771-4658-9d05-20d68f738b9c,3586,,,"[76.2, 42.7]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joshua Kimmich,5579.0,Center Defensive Midfield,184,Germany,770,['6d6f1484-fc63-41f5-b2cc-f2a247833af7'],24,,,,,,,,,,,,,,,,,,Germany,770,00:49:24.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b0b619-5638-4438-82f3-04bb71bcc1ca,3589,,,"[88.2, 71.2]",3857292,94,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Serge Gnabry,8400.0,Right Wing Back,184,Germany,770,['7c70bffe-caeb-406a-928b-e9b5e1f0b34b'],28,,,,,,,,,,,,,,,,,,Germany,770,00:49:28.065,Ball Receipt*,
