50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76d4d496-d828-4c20-a0c9-d6d9b5a50b64,947,,"[67.8, 26.5]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Marcelo Brozović,5469.0,Center Defensive Midfield,39,Croatia,785,"['d879be56-c03a-4f4e-81be-5fd89a59a7d3', 'dc740b2d-8df5-4d27-95bf-273eaa0c5039']",13,,,,,,,,,,,,,,,,Croatia,785,00:22:13.396,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fe8ad7d-2bbb-4145-baac-701f89247644,950,,"[55.4, 23.1]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Joško Gvardiol,33018.0,Left Center Back,39,Croatia,785,['2a6d1d08-597c-47b6-b36f-72f12241be18'],14,,,,,,,,,,,,,,,,Croatia,785,00:22:14.696,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8c63794-2e26-4523-8a7b-577d90c61db9,953,,"[52.0, 32.0]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Dejan Lovren,3471.0,Right Center Back,39,Croatia,785,['0395f9af-6a25-4c1f-8d30-4704536df15e'],17,,,,,,,,,,,,,,,,Croatia,785,00:22:17.209,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af10c441-907b-41a9-80ee-23bad56b9fce,956,,"[98.0, 78.2]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Josip Juranović,29163.0,Right Back,39,Croatia,785,['66582478-f98b-4aa6-93dc-b2fb3b7bbd54'],22,,,,,,,,,,,,,,,,Croatia,785,00:22:22.077,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b6106f0-1f0c-4897-889f-e2d68ecb5ba5,964,,"[34.3, 7.2]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,40,Morocco,788,['0820ca07-ba37-43e1-a657-2e5e819b13e0'],26,,,,,,,,,,,,,,,,Morocco,788,00:22:26.944,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbdcddf3-569e-47f6-adb9-013d632085c7,967,,"[20.8, 40.8]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,40,Morocco,788,['4643bdeb-7ff2-43ec-b029-a2cadb4fbab1'],32,,,,,,,,,,,,,,,,Morocco,788,00:22:32.492,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f37b1860-77d6-4358-99de-69eb57263375,970,,"[36.2, 68.6]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,40,Morocco,788,['40cd10b8-c27a-4db2-9b20-98eee42828b0'],35,,,,,,,,,,,,,,,,Morocco,788,00:22:35.275,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7046a5ec-7add-40a1-bb7e-041cf8a032de,973,,"[51.2, 57.9]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,40,Morocco,788,['2f5fe187-266d-45f8-b1cb-305e92c2901a'],37,,,,,,,,,,,,,,,,Morocco,788,00:22:37.329,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6e24468-0420-4aac-bdfa-1b07896ab941,977,,"[75.8, 58.8]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nikola Vlašić,3441.0,Right Wing,40,Morocco,788,['6ee61821-f108-4b71-8bff-346f22fbed33'],40,,,,,,,,,,,,,,,,Croatia,785,00:22:40.334,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a1604bf-c0cd-420b-bdca-c8e736e57687,985,,"[53.3, 4.4]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofiane Boufal,3625.0,Left Midfield,40,Morocco,788,['50fcded6-064b-4893-b268-b2b088157f76'],45,,,,,,,,,,,,,,,,Morocco,788,00:22:45.607,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1f6880f5-1df2-41b4-8481-591477d79720,988,,"[51.0, 14.7]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Noussair Mazraoui,15890.0,Left Back,40,Morocco,788,['cba9c53a-1dd6-46b3-a33e-deb3cc36815f'],50,,,,,,,,,,,,,,,,Morocco,788,00:22:50.717,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b6e800d-a922-4ddf-816a-42b7b7a43fb6,991,,"[38.6, 24.7]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,40,Morocco,788,['6e00fe22-ab9f-4406-94cb-d07882b175a2'],53,,,,,,,,,,,,,,,,Morocco,788,00:22:53.871,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d77c99b2-cf63-4d7b-b467-c9a20e37747d,994,,"[38.8, 47.2]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,40,Morocco,788,['a016c0c1-bb43-4e66-a42d-654a93961a0d'],56,,,,,,,,,,,,,,,,Morocco,788,00:22:56.790,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11c32d77-b4fb-4a60-922e-77c1aeb81371,997,,"[47.3, 59.8]",3857277,22,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Azzedine Ounahi,46258.0,Right Center Midfield,40,Morocco,788,['f370838a-8b67-4600-9a50-5d584cd9dfcd'],59,,,,,,,,,,,,,,,,Morocco,788,00:22:59.484,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43564228-0c4c-4331-a061-0643d4e60bfd,1000,,"[39.8, 54.5]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nayef Aguerd,12149.0,Right Center Back,40,Morocco,788,['a4257ede-e7f3-4aa6-beed-950b8def3601'],5,,,,,,,,,,,,,,,,Morocco,788,00:23:05.415,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a968b7a1-e4a2-4479-8846-00a261fe4a51,1003,,"[43.1, 23.9]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,40,Morocco,788,['579f3fdf-34de-47c1-8502-b8a07c0fd6fc'],8,,,,,,,,,,,,,,,,Morocco,788,00:23:08.291,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62727505-5ab0-4a7a-8f7d-cc2cd8477a24,1006,,"[58.0, 29.2]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sofyan Amrabat,5234.0,Center Defensive Midfield,40,Morocco,788,['a1246e65-3bfb-4312-97e0-4331f3fc19a6'],12,,,,,,,,,,,,,,,,Morocco,788,00:23:12.917,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68685768-cde5-4987-b508-ef4312d1f1c2,1008,,"[45.2, 25.2]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romain Saïss,5219.0,Left Center Back,40,Morocco,788,['f9905350-02be-4f61-ab2c-4fd245b0f6ea'],14,,,,,,,,,,,,,,,,Morocco,788,00:23:14.618,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd59eb71-751f-40b6-8605-3f5b8b221457,1011,,"[55.0, 58.1]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hakim Ziyech,5237.0,Right Midfield,40,Morocco,788,['ee4267de-6376-4b71-9e8b-d592208f2c5e'],17,,,,,,,,,,,,,,,,Morocco,788,00:23:17.307,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,088b3b25-eafa-4dca-a830-c19bced4f9c1,1014,,"[111.3, 73.5]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,40,Morocco,788,['1ac8b167-9e12-4bda-8335-cd5971f3fd7d'],22,,,,,,,,,,,,,,,,Morocco,788,00:23:22.460,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e12b42bf-ec78-4209-9c80-0577131d3c0d,1026,,"[93.1, 70.5]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sofiane Boufal,3625.0,Left Midfield,41,Morocco,788,"['2736b818-b109-4d2a-a1a4-c3527af5193a', 'd3108d23-d0a6-47a1-87c4-c32445732a1f']",50,,,,,,,,,,,,,,,,Morocco,788,00:23:50.730,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5732c0b-82f8-402d-b7a1-6ae995d07ac4,1029,,"[91.6, 74.4]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,41,Morocco,788,['73b3adfe-9ce2-4941-963e-99a6a9049e9f'],51,,,,,,,,,,,,,,,,Morocco,788,00:23:51.780,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209c5625-0cf4-4019-b173-cfb8bc21bc6d,1033,,"[63.4, 63.0]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nayef Aguerd,12149.0,Right Center Back,41,Morocco,788,['886428b6-0e2f-46bc-8273-ae7c9d947843'],54,,,,,,,,,,,,,,,,Morocco,788,00:23:54.088,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70c16e28-de8e-4769-acc4-7cad8cf5678a,1036,,"[64.0, 44.4]",3857277,23,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sofyan Amrabat,5234.0,Center Defensive Midfield,41,Morocco,788,['01f6210d-3c6e-49b1-b7a1-de0fb441b049'],56,,,,,,,,,,,,,,,,Morocco,788,00:23:56.687,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35d0edb4-ac3a-489d-a7c7-74ad8bcc5db9,1039,,"[39.4, 29.7]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romain Saïss,5219.0,Left Center Back,41,Morocco,788,['6225f1c5-088c-43dd-9e66-7985dc0bf57b'],2,,,,,,,,,,,,,,,,Morocco,788,00:24:02.227,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d70089da-491e-4b9c-b860-dd85c31733f1,1042,,"[45.8, 57.3]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nayef Aguerd,12149.0,Right Center Back,41,Morocco,788,['acc388c9-39dc-4458-98f6-cb6b00e4aa3f'],4,,,,,,,,,,,,,,,,Morocco,788,00:24:04.380,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b213cb1-978c-406e-8b56-b6d46a64736b,1045,,"[62.1, 72.7]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,41,Morocco,788,['6ff427c7-a1c3-430d-9f37-53941caa69e4'],6,,,,,,,,,,,,,,,,Morocco,788,00:24:06.404,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9586c27-b949-41db-9781-f62240fb74b3,1048,,"[76.0, 74.6]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Hakim Ziyech,5237.0,Right Midfield,41,Morocco,788,['3a38cc80-58ee-4bc8-ad17-3c0cab58ea71'],8,,,,,,,,,,,,,,,,Morocco,788,00:24:08.101,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee562f19-76c8-40a7-b721-dda4124dda7b,1052,,"[68.9, 67.5]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Achraf Hakimi Mouh,5245.0,Right Back,41,Morocco,788,['253c2117-0d8a-4f7d-a463-aa82d435e637'],10,,,,,,,,,,,,,,,,Morocco,788,00:24:10.948,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63c75ab5-a614-4716-9f96-26d56a33d846,1055,,"[58.5, 52.8]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sofyan Amrabat,5234.0,Center Defensive Midfield,41,Morocco,788,['f01f9836-de2b-44ce-8401-e5bcc92b93dc'],13,,,,,,,,,,,,,,,,Morocco,788,00:24:13.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97c80120-28e6-447c-ba0b-f3d1928424a4,1058,,"[60.0, 22.8]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Romain Saïss,5219.0,Left Center Back,41,Morocco,788,['48204560-db8f-4c10-a688-9cc8d59a85db'],16,,,,,,,,,,,,,,,,Morocco,788,00:24:16.490,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3e8169a-0c26-4745-9ec5-613d98af4c02,1061,,"[79.2, 2.9]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Selim Amallah,23774.0,Left Center Midfield,41,Morocco,788,['5fa86f83-4d20-41b9-aaf2-df3542d97289'],18,,,,,,,,,,,,,,,,Morocco,788,00:24:18.780,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93e5fad7-c2fe-4594-8489-58803ae3ddd2,1064,,"[111.1, 30.1]",3857277,24,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Youssef En-Nesyri,6301.0,Center Forward,41,Morocco,788,['b6e4569d-ea30-48db-bfb4-57f15ada688d'],23,,,,,,,,,,,,,,,,Morocco,788,00:24:23.927,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f444394f-3fa6-401c-9542-40588b06a416,1074,,"[66.8, 24.1]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Left Wing,42,Croatia,785,['a4181f68-bd43-4c1d-9875-573b029b3b16'],9,,,,,,,,,,,,,,,,Croatia,785,00:25:09.067,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55530446-69d8-44d8-b79a-b36d4537b9d2,1077,,"[50.9, 25.8]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Borna Sosa,12625.0,Left Back,42,Croatia,785,['c95caafe-99ac-4355-bddc-bc980ef64e8c'],10,,,,,,,,,,,,,,,,Croatia,785,00:25:10.372,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85c11d4f-dd4c-492a-9db0-16dd94af6c8f,1080,,"[8.8, 37.2]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dominik Livaković,16531.0,Goalkeeper,42,Croatia,785,['759194ae-e926-4868-8b6d-6824c6071b53'],14,,,,,,,,,,,,,,,,Croatia,785,00:25:14.911,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052fe68-f646-4fba-95bc-0720628ed8d0,1083,,"[16.7, 57.9]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,42,Croatia,785,['619b93f2-1edf-460d-b009-4dc8da6843ae'],17,,,,,,,,,,,,,,,,Croatia,785,00:25:17.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d42d535-547c-4022-bf85-34c9e155a039,1086,,"[36.2, 24.3]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joško Gvardiol,33018.0,Left Center Back,42,Croatia,785,['8f9521c5-ea9f-4174-bbbd-20aca54abd5f'],26,,,,,,,,,,,,,,,,Croatia,785,00:25:26.060,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71700f9e-4f1d-47d8-81de-907b5c3ee058,1089,,"[40.0, 54.3]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,42,Croatia,785,['a9b7d9ac-8f04-44a5-800c-a77990aee381'],28,,,,,,,,,,,,,,,,Croatia,785,00:25:28.613,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7ae074e-9a2d-4210-a0c9-724b025c0ff7,1092,,"[38.5, 28.6]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joško Gvardiol,33018.0,Left Center Back,42,Croatia,785,['0a652bf1-4616-42e6-b481-41e9cc47fa4e'],31,,,,,,,,,,,,,,,,Croatia,785,00:25:31.724,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b2c07db-587d-4110-9827-21a1ef3f9637,1095,,"[94.4, 11.7]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Left Wing,42,Croatia,785,['2ebded94-7b35-46e5-b3af-34e952395a6c'],36,,,,,,,,,,,,,,,,Croatia,785,00:25:36.238,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299db283-8f43-4a06-b999-cf450c29bc69,1098,,"[91.2, 11.7]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrej Kramarić,5460.0,Center Forward,42,Croatia,785,['3cb2035a-953e-41f8-85c2-1c9ea318b61e'],37,,,,,,,,,,,,,,,,Croatia,785,00:25:37.904,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6db5d921-e953-463b-ade1-225c5a23e5ec,1102,,"[98.9, 16.6]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Perišić,5474.0,Left Wing,42,Croatia,785,['26ba6362-f9fe-45b2-a800-65e6c7689b37'],39,,,,,,,,,,,,,,,,Croatia,785,00:25:39.133,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7b2f005-7f91-4f00-9789-fc54fd2664d8,1104,,"[104.4, 7.4]",3857277,25,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrej Kramarić,5460.0,Center Forward,42,Croatia,785,['2a1ded95-8d86-49aa-9d6d-6903d86c5e4e'],40,,,,,,,,,,,,,,,,Croatia,785,00:25:40.115,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd8ddd57-378b-4395-983c-9096b215bdb3,1110,,"[65.7, 64.3]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Youssef En-Nesyri,6301.0,Center Forward,42,Croatia,785,['bf7a6681-a059-4d0e-b851-8bc72cdeb3ae'],0,,,,,,,,,,,,,,,,Morocco,788,00:26:00.700,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e80b0f78-30b3-415b-885d-ec36809f4477,1112,,"[80.1, 57.7]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hakim Ziyech,5237.0,Right Midfield,42,Croatia,785,['3cfba11e-453e-4620-995a-2f8c518463e8'],2,,,,,,,,,,,,,,,,Morocco,788,00:26:02.648,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ac29757-23b9-4f8f-a450-795ac2e4f678,1116,,"[39.8, 46.2]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,43,Croatia,785,['bfab775d-8267-4a3c-a0ce-1c029eb66853'],16,,,,,,,,,,,,,,,,Croatia,785,00:26:16.863,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da7428fb-85c5-4f42-8c5f-973a972f7569,1119,,"[42.6, 29.0]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Joško Gvardiol,33018.0,Left Center Back,43,Croatia,785,['0dc177db-028d-44c3-b7ac-564be101c841'],22,,,,,,,,,,,,,,,,Croatia,785,00:26:22.636,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14ee9855-e857-4095-91f9-69a8835753a9,1122,,"[43.7, 50.2]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dejan Lovren,3471.0,Right Center Back,43,Croatia,785,['28c2430a-b607-4560-b4b8-1d0ac2543fd5'],26,,,,,,,,,,,,,,,,Croatia,785,00:26:26.072,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2eba69b-b5e3-4318-8bc2-84a7061dcf4e,1125,,"[76.4, 67.1]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Josip Juranović,29163.0,Right Back,43,Croatia,785,['5c55e7c6-94aa-4ef9-938b-237a8e0f42f9'],30,,,,,,,,,,,,,,,,Croatia,785,00:26:30.705,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87b9c595-5d00-4d81-b7dc-14775af4a2e6,1128,,"[12.9, 54.7]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dominik Livaković,16531.0,Goalkeeper,44,Croatia,785,['ca0e1001-ed1c-4c00-832e-56124ee5cce7'],46,,,,,,,,,,,,,,,,Croatia,785,00:26:46.956,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74c145d7-35ce-46b9-8844-abd5d638af51,1130,,"[19.9, 31.2]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,44,Croatia,785,['271dc2b3-b733-4674-8dcc-194fcb31a199'],49,,,,,,,,,,,,,,,,Croatia,785,00:26:49.250,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57fad1cc-6caf-4f4d-a6dc-df50dc3c7eae,1133,,"[45.4, 28.0]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,44,Croatia,785,['f7fb1e24-60c6-4d97-909c-0f8aef582130'],55,,,,,,,,,,,,,,,,Croatia,785,00:26:55.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688a965b-bce2-4309-b6fb-7c8b44d6568f,1136,,"[51.2, 7.9]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Borna Sosa,12625.0,Left Back,44,Croatia,785,['67219aa7-809d-4348-8982-01100b913b9a'],57,,,,,,,,,,,,,,,,Croatia,785,00:26:57.301,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40f1d122-f436-4758-bf9f-0347b4cb22b8,1140,,"[29.1, 20.9]",3857277,26,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Joško Gvardiol,33018.0,Left Center Back,44,Croatia,785,['d84a369f-dc5e-4276-b2c3-a708ab2e8089'],59,,,,,,,,,,,,,,,,Croatia,785,00:26:59.937,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27b1b1cb-9d46-4e51-a257-752e6abcdc65,1143,,"[30.2, 43.2]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,44,Croatia,785,['74ad9007-bba4-4c9c-b372-e53f322128b0'],2,,,,,,,,,,,,,,,,Croatia,785,00:27:02.095,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36d06898-a90e-4be0-b09c-591ebdf5fcf1,1146,,"[39.8, 63.5]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,44,Croatia,785,['d0930745-6620-441a-bf9b-8ca7bbbacfbf'],4,,,,,,,,,,,,,,,,Croatia,785,00:27:04.349,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b3c4c1e-7850-47e3-a768-3f5633cd598f,1150,,"[53.9, 57.7]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,44,Croatia,785,['a4ca686e-f2c4-40e3-899c-e48ab8de0bf0'],8,,,,,,,,,,,,,,,,Croatia,785,00:27:08.501,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15429947-e1c1-407c-9196-2699bec8702d,1154,,"[70.0, 73.7]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nikola Vlašić,3441.0,Right Wing,44,Croatia,785,['4171434f-3221-4d1d-b05f-7d155b4f4fbf'],10,,,,,,,,,,,,,,,,Croatia,785,00:27:10.622,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05cb043d-9f82-4dd5-a63f-d88e2a219beb,1158,,"[49.5, 74.2]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Marcelo Brozović,5469.0,Center Defensive Midfield,44,Croatia,785,['fd61244f-78b7-4ac0-ad73-c6f72e8232b6'],14,,,,,,,,,,,,,,,,Croatia,785,00:27:14.703,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8356537-205b-4abf-bbc7-31940035d599,1161,,"[50.7, 62.2]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,44,Croatia,785,['ca9d560b-0211-46fa-9c90-29a398c277a5'],17,,,,,,,,,,,,,,,,Croatia,785,00:27:17.100,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42817ef4-1f9d-450d-afec-8163d5bfd9ad,1164,,"[54.6, 41.7]",3857277,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,44,Croatia,785,['7586443f-750f-4376-b2b5-c18626bf35e2'],23,,,,,,,,,,,,,,,,Croatia,785,00:27:23.981,Ball Receipt*,
