50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6bdb0b0-f601-4083-8075-b62b583b5aa4,1145,,,"[92.6, 22.3]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jakub Kamiński,31955.0,Right Midfield,58,Poland,789,['25416e2f-27ac-4b80-8d9c-a59c9d9bc135'],19,,,,,,,,,,,,,,,,,Poland,789,00:33:19.018,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3fc152a-df63-49ea-9491-81b0fa8e29b1,1153,,,"[58.0, 19.5]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jakub Piotr Kiwior,44166.0,Left Center Back,58,Poland,789,['ae528fbd-70da-42c8-bbbe-18dc94711ded'],25,,,,,,,,,,,,,,,,,Poland,789,00:33:25.815,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546e75c4-c981-4cf4-8b3b-32a3030976fa,1156,,,"[46.4, 42.8]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Kamil Glik,3034.0,Right Center Back,58,Poland,789,['9ffb4bbb-8482-415c-b872-30cbc903f0c8'],29,,,,,,,,,,,,,,,,,Poland,789,00:33:29.784,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9c6ae9f-73f3-4107-b191-4d8dea01aa9e,1159,,,"[48.2, 58.9]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Matty Cash,4734.0,Right Back,58,Poland,789,['18321254-81c8-4ecf-958e-e6d93d978791'],32,,,,,,,,,,,,,,,,,Poland,789,00:33:32.184,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d653784-83b3-4557-9798-79bd8f720081,1162,,,"[40.4, 52.7]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Kamil Glik,3034.0,Right Center Back,58,Poland,789,['a8e53d7a-3cc8-4746-a017-519cbe83c33e'],34,,,,,,,,,,,,,,,,,Poland,789,00:33:34.490,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609ce294-ccfc-4289-af6f-f2ce36b6d898,1166,,,"[79.8, 46.2]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Robert Lewandowski,5668.0,Center Forward,58,Poland,789,['382e5577-165d-4dd0-8e20-260e2b569f37'],37,,,,,,,,,,,,,,,,,Poland,789,00:33:37.881,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cba9dd20-0138-46ff-a0af-143bf601e55b,1168,,,"[14.8, 45.5]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,59,Mexico,794,['68010b4c-dbcd-4d00-84c0-477426456ce4'],40,,,,,,,,,,,,,,,,,Mexico,794,00:33:40.414,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e2ef628-3503-4474-b3f9-40749d2fc41e,1170,,,"[26.6, 52.7]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,59,Mexico,794,['37cdf86b-1d50-4dbd-858b-8d77032d57aa'],44,,,,,,,,,,,,,,,,,Mexico,794,00:33:44.387,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6e75247-8b9c-472d-b868-badb80f40aa4,1172,,,"[25.9, 37.6]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,59,Mexico,794,['0df1e0cd-6155-4825-bfc8-093e0a199c5d'],52,,,,,,,,,,,,,,,,,Mexico,794,00:33:52.077,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe440567-ceb8-4a04-8e1b-987180379274,1175,,,"[43.9, 14.4]",3857265,33,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,59,Mexico,794,['44c17099-7757-4966-9a47-8cb7f618cef1'],54,,,,,,,,,,,,,,,,,Mexico,794,00:33:54.910,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8eab4d1b-ad74-4c51-ac7e-3af6a8389bbc,1178,,,"[67.4, 5.8]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,59,Mexico,794,['f73b132b-b5d0-4d18-9c0d-48cc6359cfd9'],1,,,,,,,,,,,,,,,,,Mexico,794,00:34:01.184,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66bf7796-d527-4220-8327-1266baf2d43e,1181,,,"[57.6, 19.2]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,59,Mexico,794,['1392d94d-cdac-4bb6-ad47-41e9cbb25785'],4,,,,,,,,,,,,,,,,,Mexico,794,00:34:04.044,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76c8435a-1d7a-4895-a7d6-a0637336d4aa,1184,,,"[55.3, 53.5]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,César Jasib Montes Castro,26368.0,Right Center Back,59,Mexico,794,['a03a7712-f1e9-42c6-b90b-d6569785ee69'],7,,,,,,,,,,,,,,,,,Mexico,794,00:34:07.667,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e245378f-0c91-45d4-9934-a9c5f3ad0bcd,1187,,,"[94.7, 59.6]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Center Midfield,59,Mexico,794,['c8ad0a0d-ed11-4d3b-b1f2-44f474f07b56'],14,,,,,,,,,,,,,,,,,Mexico,794,00:34:14.477,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16026e36-7fde-49ce-86db-45ad44c9476c,1189,,,"[69.2, 4.9]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nicola Zalewski,50502.0,Left Midfield,60,Poland,789,['8f90b57f-2e70-461a-b7d9-89b16bf85ae2'],35,,,,,,,,,,,,,,,,,Poland,789,00:34:35.522,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da922599-5f05-43eb-9f6e-9d041cb28ee5,1193,,,"[62.8, 10.0]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sebastian Szymański,4664.0,Left Center Midfield,61,Poland,789,['c6408b7a-d380-4879-af64-1dbac4f5b101'],44,,,,,,,,,,,,,,,,,Poland,789,00:34:44.575,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0ae5db5-0124-4a5a-9446-0389fa10cfc0,1195,,,"[83.9, 11.8]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,61,Poland,789,['fd5b8ca9-d4b9-427a-af7a-8473c1a1c18a'],44,,,,,,,,,,,,,,,,,Poland,789,00:34:44.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06c63cab-a158-410c-bb8b-0e53ba70a4c3,1198,,,"[34.5, 12.9]",3857265,34,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jakub Piotr Kiwior,44166.0,Left Center Back,62,Poland,789,['5a35b19e-3c77-43c3-93d6-9827e4a2ab19'],59,,,,,,,,,,,,,,,,,Poland,789,00:34:59.100,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a2317f8-1e4c-4e7a-b216-05e828c7b665,1201,,,"[33.4, 48.2]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamil Glik,3034.0,Right Center Back,62,Poland,789,['dad9f936-6a28-4830-ba68-9818fb5abf16'],1,,,,,,,,,,,,,,,,,Poland,789,00:35:01.900,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8680ee97-1169-4535-a347-da18f22cb055,1204,,,"[45.3, 27.7]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Grzegorz Krychowiak,3637.0,Center Defensive Midfield,62,Poland,789,['d1b1fb19-2500-45c2-868a-17753badf291'],4,,,,,,,,,,,,,,,,,Poland,789,00:35:04.191,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a625c966-b6dd-41ba-a29b-d7564df829a5,1207,,,"[32.0, 24.7]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jakub Piotr Kiwior,44166.0,Left Center Back,62,Poland,789,['01d8e447-9a21-47b0-949e-d545d59eff48'],7,,,,,,,,,,,,,,,,,Poland,789,00:35:07.184,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a38f6cd6-19b7-4275-8134-4d85fce62f20,1210,,,"[28.6, 51.4]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kamil Glik,3034.0,Right Center Back,62,Poland,789,['0fb18a16-5f1c-452b-85dc-71b2a6edbb7f'],9,,,,,,,,,,,,,,,,,Poland,789,00:35:09.825,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2bb5c5d0-83a6-4301-a0c8-41e5449bb13f,1213,,,"[29.5, 29.7]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jakub Piotr Kiwior,44166.0,Left Center Back,62,Poland,789,['1c362716-494b-43bb-9cf7-d255ae5c608a'],15,,,,,,,,,,,,,,,,,Poland,789,00:35:15.166,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddc29b63-ab70-4feb-9c49-f0a3d0353462,1216,,,"[55.3, 2.0]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicola Zalewski,50502.0,Left Midfield,62,Poland,789,['f81a2d31-74ab-44da-85a4-973a9fb48f24'],18,,,,,,,,,,,,,,,,,Poland,789,00:35:18.757,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa7d16ae-e93a-4c4b-9fe3-00120c6129be,1222,,,"[64.5, 10.2]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sebastian Szymański,4664.0,Left Center Midfield,63,Poland,789,['a6ad04fb-84c6-4bc7-9775-a4bedb6c7f06'],35,,,,,,,,,,,,,,,,,Poland,789,00:35:35.247,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d96883a7-aed0-455d-b24a-05f2f14a48d5,1226,,,"[65.2, 2.4]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Bartosz Bereszyński,5673.0,Left Back,63,Poland,789,['cdc8744d-0657-4bfc-b2d6-7d38f1faf59c'],36,,,,,,,,,,,,,,,,,Poland,789,00:35:36.629,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e7b2556-df5b-4c0a-95ab-879d73d1e822,1229,,,"[72.7, 5.7]",3857265,35,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,63,Poland,789,['a03934d7-e443-4f07-a4eb-9ac4ef28a1f7'],37,,,,,,,,,,,,,,,,,Poland,789,00:35:37.747,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5d5bac2-96ff-4216-aab5-f9797a42600f,1233,,,"[92.4, 22.7]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,64,Poland,789,['b84a1751-4653-403a-bb8d-a97ca46a8869'],5,,,,,,,,,,,,,,,,,Poland,789,00:36:05.081,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274ec5bd-e488-4bee-80fc-02a418c67540,1235,,,"[33.0, 57.4]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edson Omar Álvarez Velázquez,5567.0,Center Defensive Midfield,65,Mexico,794,['918fc3e4-0383-4f09-a5f7-9d4d701d8445'],7,,,,,,,,,,,,,,,,,Mexico,794,00:36:07.070,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40af0c30-5992-477d-a42d-12f5c2991bcc,1238,,,"[38.2, 58.8]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Henry Josué Martín Mex,26400.0,Center Forward,65,Mexico,794,['5a5e4dac-0cf0-48aa-aa9b-83f015ec2c82'],7,,,,,,,,,,,,,,,,,Mexico,794,00:36:07.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66365a4f-0dcf-4d9e-8b96-f24ceef9cf4e,1240,,,"[35.9, 58.8]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Edson Omar Álvarez Velázquez,5567.0,Center Defensive Midfield,65,Mexico,794,['4bfa53f1-0ddb-48d1-9bc8-06341ec6f6ca'],8,,,,,,,,,,,,,,,,,Mexico,794,00:36:08.057,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d33208e5-5362-4456-b8e3-0e1bd3c9cd37,1243,,,"[41.0, 44.4]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ernesto Alexis Vega Rojas,26301.0,Left Wing,65,Mexico,794,['cfd1bc92-80b0-4982-a322-d2768854d1ba'],9,,,,,,,,,,,,,,,,,Mexico,794,00:36:09.703,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f64de2b5-87ac-40ad-82a0-96f6c06d3649,1246,,,"[69.0, 10.5]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,65,Mexico,794,['f840cc8d-d6c3-48ee-a97d-b6300639873a'],14,,,,,,,,,,,,,,,,,Mexico,794,00:36:14.224,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b54c1a2c-57b3-4ed7-b00a-e5d18975de30,1249,,,"[111.5, 36.4]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ernesto Alexis Vega Rojas,26301.0,Left Wing,65,Mexico,794,['0d1a5020-d529-4d36-ba1c-5208cdf65dd1'],19,,,,,,,,,,,,,,,,,Mexico,794,00:36:19.856,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af5b95e-113c-45bb-a690-697fd95e4ec8,1253,,,"[84.6, 57.8]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Robert Lewandowski,5668.0,Center Forward,66,Poland,789,['2b32c45b-5f53-4918-acb6-006fd779b4c0'],49,,,,,,,,,,,,,,,,,Poland,789,00:36:49.404,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870bceb2-1351-467a-abf9-182b0edbafcc,1255,,,"[57.1, 30.3]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Henry Josué Martín Mex,26400.0,Center Forward,66,Poland,789,['cbcff46e-818f-43b0-ab1d-a08f59eb4ed9'],51,,,,,,,,,,,,,,,,,Mexico,794,00:36:51.129,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01e94e58-83d2-49ad-b825-32ae2165b227,1257,,,"[78.7, 67.6]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Piotr Zieliński,5660.0,Right Center Midfield,66,Poland,789,['7892d873-bea0-4ce8-8e7b-9ed627bf8bcd'],52,,,,,,,,,,,,,,,,,Poland,789,00:36:52.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de131747-9bb2-4911-a585-ca79e889fe2b,1260,,,"[78.9, 78.6]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jakub Kamiński,31955.0,Right Midfield,66,Poland,789,['8fc4ceaf-b360-44cb-9a90-cf65b3b4bcc6'],53,,,,,,,,,,,,,,,,,Poland,789,00:36:53.420,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bd6c855-6208-40c9-a5c4-3a3bbae297fb,1263,,,"[63.4, 77.1]",3857265,36,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Matty Cash,4734.0,Right Back,66,Poland,789,['8b0b78c6-34fa-4924-a828-ad71ff5efd39'],56,,,,,,,,,,,,,,,,,Poland,789,00:36:56.429,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7119b08b-85a8-4542-8637-b810ef74cf47,1266,,,"[40.2, 57.3]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Kamil Glik,3034.0,Right Center Back,66,Poland,789,['9441e757-d4f4-45cf-9a77-a1134d3a3822'],0,,,,,,,,,,,,,,,,,Poland,789,00:37:00.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0a3d8a2-898e-4600-bd5c-a7aeb692e393,1268,,,"[40.6, 37.9]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Jakub Piotr Kiwior,44166.0,Left Center Back,66,Poland,789,['47ef5c8e-5ac8-4311-ab6e-0523f112042c'],1,,,,,,,,,,,,,,,,,Poland,789,00:37:01.802,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b533d533-705a-4aac-aa26-370c877780d4,1271,,,"[109.2, 62.0]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Robert Lewandowski,5668.0,Center Forward,66,Poland,789,['e8097f27-ec4c-44fd-ba06-a25c2d2c6ab7'],7,,,,,,,,,,,,,,,,,Poland,789,00:37:07.204,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cdc9430-d333-4b22-b41c-8ee6cc099cc0,1274,,,"[105.5, 74.3]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,67,Poland,789,['09e58bea-83b4-468c-8123-c262be1d00c6'],15,,,,,,,,,,,,,,,,,Poland,789,00:37:15.139,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db8a12de-4ee2-4bc0-97bc-1cb920b23585,1276,,,"[112.5, 79.1]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jakub Kamiński,31955.0,Right Midfield,67,Poland,789,['050c6294-b502-4e01-9ba1-4d9fe5b96acf'],16,,,,,,,,,,,,,,,,,Poland,789,00:37:16.584,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60da1a30-d172-466c-9e8e-9e7421dc4b85,1282,,,"[103.0, 65.4]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jakub Kamiński,31955.0,Right Midfield,68,Poland,789,['ea80348f-48b7-4e96-8284-5ff0bcaf6b41'],25,,,,,,,,,,,,,,,,,Poland,789,00:37:25.042,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16abc736-f784-411a-bc4d-e41e059cf900,1288,,,"[26.2, 42.8]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,César Jasib Montes Castro,26368.0,Right Center Back,69,Mexico,794,['4ba46065-d2db-4d0c-8fa3-701ab6a87d63'],41,,,,,,,,,,,,,,,,,Mexico,794,00:37:41.168,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0d514e3-57b1-4cd6-895c-e6329ba2389d,1291,,,"[34.1, 66.0]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jorge Eduardo Sánchez Ramos,26406.0,Right Back,69,Mexico,794,['640e9cb4-4745-4848-af3c-775e328a5c7f'],44,,,,,,,,,,,,,,,,,Mexico,794,00:37:44.102,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242f0c57-e2d9-462a-9ff8-81a6f3485668,1294,,,"[26.9, 54.4]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,César Jasib Montes Castro,26368.0,Right Center Back,69,Mexico,794,['9f84023a-a549-45da-b177-2dd24d21ea1f'],46,,,,,,,,,,,,,,,,,Mexico,794,00:37:46.290,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d4e5592-a99e-4ec6-acc8-709b73f94dff,1297,,,"[32.8, 19.0]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,69,Mexico,794,['9dd5ff25-eee4-42d3-a596-c1d109a8a0ba'],49,,,,,,,,,,,,,,,,,Mexico,794,00:37:49.516,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768666c0-3789-4791-864c-8717f5d35096,1300,,,"[51.7, 29.7]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edson Omar Álvarez Velázquez,5567.0,Center Defensive Midfield,69,Mexico,794,['a221b910-cd4f-43b8-b991-d9ab03565485'],53,,,,,,,,,,,,,,,,,Mexico,794,00:37:53.688,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322fa741-70e6-4d57-97c3-482dc486c536,1303,,,"[46.7, 3.5]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,69,Mexico,794,['3690e9c8-5e27-458d-abe1-77e10cfd0fc8'],58,,,,,,,,,,,,,,,,,Mexico,794,00:37:58.000,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914016ae-a1bd-446e-8c8a-8aa0afe4708a,1306,,,"[41.9, 13.8]",3857265,37,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,69,Mexico,794,['d14d9e79-0657-4019-8962-835d613b6698'],59,,,,,,,,,,,,,,,,,Mexico,794,00:37:59.150,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,def3faa9-a648-4936-b7bb-56e3b7c3b71e,1309,,,"[50.7, 55.6]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,César Jasib Montes Castro,26368.0,Right Center Back,69,Mexico,794,['34543521-1a82-4e3f-9d49-93418d035ce5'],5,,,,,,,,,,,,,,,,,Mexico,794,00:38:05.482,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b41d8e0-7693-43e6-8593-f4d1364ea614,1312,,,"[53.0, 32.8]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,69,Mexico,794,['d6278356-0038-4bc3-9b1c-a2a3c10133cc'],9,,,,,,,,,,,,,,,,,Mexico,794,00:38:09.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3e7389e-a53d-46dd-b5a3-f85c7abba557,1315,,,"[63.9, 4.9]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,69,Mexico,794,['513bddbf-b57c-4b3a-b546-d474abc52405'],12,,,,,,,,,,,,,,,,,Mexico,794,00:38:12.426,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255e74a6-63ba-4571-a15d-1e4c80212ed4,1318,,,"[80.1, 2.6]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,69,Mexico,794,['fa6409ae-7eed-40c9-8ec0-880b9b40346e'],14,,,,,,,,,,,,,,,,,Mexico,794,00:38:14.954,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7539de05-5cea-4062-97f3-6fe3594892ab,1321,,,"[67.1, 6.7]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,69,Mexico,794,['59bdb8ec-f2f8-4dfb-9f7c-41144de57bd8'],15,,,,,,,,,,,,,,,,,Mexico,794,00:38:15.967,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b486e0f-1ce8-4129-a713-6a28f68ab6ae,1324,,,"[67.6, 23.7]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Edson Omar Álvarez Velázquez,5567.0,Center Defensive Midfield,69,Mexico,794,['d019e2ae-06ba-4839-a9ae-a50b074cada6'],18,,,,,,,,,,,,,,,,,Mexico,794,00:38:18.254,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f79555c-d771-433d-be87-a4b467d305a3,1327,,,"[76.4, 18.9]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ernesto Alexis Vega Rojas,26301.0,Left Wing,69,Mexico,794,['b5454e83-8e0a-4337-84ba-3f48d2adba62'],19,,,,,,,,,,,,,,,,,Mexico,794,00:38:19.994,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e937346a-c032-441a-99e6-9ec5c1fc30e4,1330,,,"[63.0, 8.3]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Gerardo Chávez Magallón,28825.0,Left Center Midfield,69,Mexico,794,['2815cf2c-6f8d-438b-b3b2-f520ff4a608e'],21,,,,,,,,,,,,,,,,,Mexico,794,00:38:21.601,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c38b39b6-ad41-443f-9a5a-f477897c2dfc,1333,,,"[52.5, 20.8]",3857265,38,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,69,Mexico,794,['1b7555b8-fc1b-4a6a-b1e9-dea387158a4a'],26,,,,,,,,,,,,,,,,,Mexico,794,00:38:26.069,Ball Receipt*,
