50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.183629,,,,,,,,,,,,,,152a3f39-f7cf-4210-b1c0-cf4a8bc3658d,12,,,"[39.8, 58.2]",3942228,0,,,,-3.067901,,Right Foot,,,"[24.9, 57.1]",,Ground Pass,,14.940549,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Kick Off,Rodrigo Javier De Paul,7797.0,Right Midfield,2,Argentina,779,"['0388a31f-2225-40f4-a9fa-fee4e02db739', '84cf6bb5-6ed0-4983-85a7-c3b69707c945']",4,,,,,,,,,,,,,,,,,Argentina,779,00:00:04.820,Pass,True
,,,,,,,,,,,,,,,1.748039,,,,,,,,,,,,,,e90e82df-2a67-474b-adce-74caaf9542cd,15,,,"[25.4, 54.4]",3942228,0,,,,-1.7121952,,Right Foot,,,"[21.4, 26.3]",,Ground Pass,,28.38327,,,Lisandro Martínez,27768.0,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['b580c413-d869-4d72-b042-7b9ffcbd0f9d'],6,,,,,,,,,,,,,,,,,Argentina,779,00:00:06.815,Pass,
,,,,,,,,,,,,,,,1.94471,,,,,,,,,,,,,,279ddd27-7066-4276-bda9-48ce5fa92b63,18,,,"[33.8, 22.2]",3942228,0,,,,1.8834033,,Left Foot,,,"[22.1, 58.4]",,Ground Pass,,38.04379,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['796610b8-7472-4925-bcf0-9c18287d7d4b'],11,,,,,,,,,,,,,,,,,Argentina,779,00:00:11.339,Pass,
,,,,,,,,,,,,,,,1.693093,,,,,,,,,,,,,,75cfa956-7a57-4ac0-939b-a71728eaabc5,21,,,"[28.1, 55.6]",3942228,0,,,,-1.5385494,,Right Foot,,,"[29.2, 21.5]",,Ground Pass,,34.117737,,,Lisandro Martínez,27768.0,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['e8a9ec28-18f0-4e4d-8289-1eec738f8aa4'],16,,,,,,,,,,,,,,,,,Argentina,779,00:00:16.456,Pass,
,,,,,,,,,,,,,,,1.481154,,,,,,,,,,,,,,5366160b-c4d2-485d-8c6d-1a5c51495099,24,,,"[38.8, 18.8]",3942228,0,,,,-1.5707964,,Right Foot,,,"[38.8, 4.7]",,Ground Pass,,14.1,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['8a32834b-e500-48dc-b723-3977fd7d6288'],21,,,,,,,,,,,,,,,,,Argentina,779,00:00:21.359,Pass,
,,,,,,,,,,,,,,,1.154352,,,,,,,,,,,,,,59508493-accc-4ca0-b206-2661c562da6a,27,,,"[39.7, 7.7]",3942228,0,,,,2.2443042,,Left Foot,,,"[31.8, 17.6]",,Ground Pass,,12.665702,,,Lisandro Martínez,27768.0,,,,,,1,From Kick Off,Nicolás Alejandro Tagliafico,5507.0,Left Back,2,Argentina,779,['d1d6c004-2c7c-4767-a5cf-9b2a97c4b3bf'],23,,,,,,,,,,,,,,,,,Argentina,779,00:00:23.282,Pass,
,,,,,,,,,,,,,,,2.461831,,,,,,,,,,,,,,0a714591-b5dd-429b-bf08-3f309d5fcdf0,30,,,"[25.8, 20.2]",3942228,0,,,,1.5843824,,Right Foot,,,"[25.3, 57.0]",,Ground Pass,,36.8034,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Kick Off,Lisandro Martínez,27768.0,Left Center Back,2,Argentina,779,['5417ffea-35f5-4df4-b665-26a4f0497169'],25,,,,,,,,,,,,,,,,,Argentina,779,00:00:25.269,Pass,
,,,,,,,,,,,,,,,1.471326,,,,,,,,,,,,,,1075fce2-1e14-45f8-aa1f-aa748a1f4e52,33,,,"[41.1, 59.5]",3942228,0,,,,1.2587543,,Right Foot,,,"[47.1, 78.1]",,Ground Pass,,19.543797,,,Nahuel Molina Lucero,29201.0,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['52a42f6b-e632-422c-9d7c-88c863ed69a4'],31,,,,,,,,,,,,,,,,,Argentina,779,00:00:31.590,Pass,
,,,,,,,,,,,,,,,1.241476,,,,,,,,,,,,,,8ee3e388-9938-4df7-9a29-966f278220ba,36,,,"[46.9, 77.6]",3942228,0,,,,-2.7835677,,Right Foot,,,"[32.2, 72.1]",,Ground Pass,,15.695222,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Kick Off,Nahuel Molina Lucero,29201.0,Right Back,2,Argentina,779,['b77c8f89-4d94-40c2-881d-994bb3f9b305'],34,,,,,,,,,,,,,,,,,Argentina,779,00:00:34.236,Pass,
,,,,,,,,,,,,,,,1.406713,,,,,,,,,,,,,,1cca1f73-048a-4847-bbbb-51f3708d32e1,39,,,"[32.8, 62.3]",3942228,0,,,,-2.1876457,,Right Foot,,,"[15.0, 37.2]",,Ground Pass,,30.770927,,,Damián Emiliano Martínez,6909.0,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,['f342f99d-20ef-4488-8a97-c8508b48575b'],42,,,,,,,,,,,,,,,,,Argentina,779,00:00:42.564,Pass,
,,,,,,,,,,,,,,,1.508271,,,,,,,,,,,,,,07bdf321-5cf2-40d7-a1d7-03b27c57cf26,42,,,"[16.6, 38.6]",3942228,0,,,,1.2227725,,Left Foot,,,"[24.4, 60.1]",,Ground Pass,,22.87116,,,Cristian Gabriel Romero,20572.0,,,,,,1,From Kick Off,Damián Emiliano Martínez,6909.0,Goalkeeper,2,Argentina,779,['29850698-988c-4122-befa-fdde81122c83'],45,,,,,,,,,,,,,,,,,Argentina,779,00:00:45.930,Pass,
,,,,,,,,,,,,,,,1.172451,,,,,,,,,,,,,,3b6bbd76-d194-4973-ad60-d56ca5500f24,46,,,"[33.6, 66.8]",3942228,0,,,,0.71176106,,Right Foot,,,"[46.7, 78.1]",,Ground Pass,,17.30029,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Kick Off,Cristian Gabriel Romero,20572.0,Right Center Back,2,Argentina,779,"['87330d5f-8454-4d47-b6c3-08ef2cd169f3', 'e0a9bb7f-ce63-4507-a155-06c4a919249a']",52,,,,,,,,,,,,,,,,,Argentina,779,00:00:52.144,Pass,True
,,,,,,,,,,,,,,,1.7835,,,,,,,,,,,,,,a3cfa08a-8d5a-4384-be9f-6025158d10cc,52,,,"[38.8, 76.9]",3942228,1,,,,-2.3263526,,Right Foot,,,"[25.8, 63.1]",,Ground Pass,,18.958902,,,Cristian Gabriel Romero,20572.0,,,,,Free Kick,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Midfield,3,Argentina,779,['76921e75-b5d5-4ec3-84c5-62e9ddf08ce9'],4,,,,,,,,,,,,,,,,,Argentina,779,00:01:04.887,Pass,
,,,,,,,,,,,,,,,2.138061,,,,,,,,,,,,,,48056dd0-6981-41d4-97fe-584108814508,55,,,"[27.1, 61.1]",3942228,1,,,,-1.4502568,,Right Foot,,,"[31.4, 25.6]",,Ground Pass,,35.759476,,,Lisandro Martínez,27768.0,,,,,,1,From Free Kick,Cristian Gabriel Romero,20572.0,Right Center Back,3,Argentina,779,['0910ef80-983e-49dd-ab12-07ccc1181dd9'],6,,,,,,,,,,,,,,,,,Argentina,779,00:01:06.933,Pass,
,,,,,,,,,,,,,,,1.329314,,,,,,,,,,,,,,ef5eb82a-0044-4ad9-a460-a9c6b3074270,58,,,"[62.9, 19.2]",3942228,1,,,,1.6259888,,Left Foot,,,"[61.9, 37.3]",,Ground Pass,,18.127604,,,Rodrigo Javier De Paul,7797.0,,,,,,1,From Free Kick,Lisandro Martínez,27768.0,Left Center Back,3,Argentina,779,['9a621b2d-fdd3-4c09-be61-9b844dbfa41c'],15,,,,,,,,,,,,,,,,,Argentina,779,00:01:15.555,Pass,
,,,,,,,,,,,,,,,0.96093,,,,,,,,,,,,,,4f632933-08fa-48ac-9e2b-1672143afaac,61,,,"[62.6, 46.8]",3942228,1,,,,0.06807646,,Right Foot,,,"[80.2, 48.0]",,Ground Pass,,17.640862,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Rodrigo Javier De Paul,7797.0,Right Midfield,3,Argentina,779,['1e1daf5a-2edc-4fac-acd7-a79598db2f3e'],18,,,,,,,,,,,,,,,,,Argentina,779,00:01:18.399,Pass,
,,,,,,,,,,,,,,,0.954316,,,,,,,,,,,,,,8bce6b7e-1c57-4920-ba2a-b2f315cec75a,64,,,"[80.2, 47.8]",3942228,1,,,,-2.4407382,,Left Foot,,,"[67.4, 37.0]",,Ground Pass,,16.747538,,,Enzo Fernandez,38718.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Argentina,779,['3d42f25e-70af-436c-a757-87e9a73bf9e3'],19,,,,,,,,,,,,,,,,,Argentina,779,00:01:19.431,Pass,
,,,,,,,,,,,,,,,1.198118,,,,,,,,,,,,,,a9e99698-84b2-499b-9da3-55955e39df2b,67,,,"[67.7, 37.3]",3942228,1,,,,1.4816027,,Right Foot,,,"[68.8, 49.6]",,Ground Pass,,12.349089,,,Alexis Mac Allister,27886.0,,,,,,1,From Free Kick,Enzo Fernandez,38718.0,Left Defensive Midfield,3,Argentina,779,['0a93fa66-e5c9-40f5-8477-149c099e5da3'],21,,,,,,,,,,,,,,,,,Argentina,779,00:01:21.079,Pass,
,,,,,,,,,,,,,,,1.488803,,,,,,,,,,,,,,acae4b33-64a0-4eb6-87d4-d55a26e8b107,70,,,"[68.4, 48.5]",3942228,1,,,,-1.537139,,Right Foot,,,"[69.4, 18.8]",,Ground Pass,,29.71683,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Free Kick,Alexis Mac Allister,27886.0,Right Defensive Midfield,3,Argentina,779,['43701106-903c-4f3a-96bd-64d3a85dee42'],22,,,,,,,,,,,,,,,,,Argentina,779,00:01:22.590,Pass,
,,,,,,,,,,,,,,,1.263119,,,,,,,,,,,,,,9d5ba004-a9a6-4c23-b606-393d6044aa75,73,,,"[69.2, 17.8]",3942228,1,,,,-0.7703617,,Left Foot,,,"[82.7, 4.7]",,Ground Pass,,18.811167,,,Nicolás Iván González,20687.0,,,,,,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['420844be-0b34-4601-b422-e395435f487f'],24,,,,,,,,,,,,,,,,,Argentina,779,00:01:24.959,Pass,
,,,,,,,,,,,,,,,0.424534,,,,,,,,,,,,,,ff10f3dd-231f-4f5f-8d56-e5c7c90f7e33,76,,,"[82.3, 4.7]",3942228,1,,,,1.857735,,Left Foot,,,"[80.5, 10.8]",,Ground Pass,,6.3600316,Incomplete,,Alexis Mac Allister,27886.0,,,,,,1,From Free Kick,Nicolás Iván González,20687.0,Left Midfield,3,Argentina,779,"['5a420129-8841-47af-aa81-0f22b5606f48', '6f1ca9d7-22cc-4416-a12b-a847b7f28916']",27,,,,,,,,,,,,,,,,,Argentina,779,00:01:27.175,Pass,
,,,,,,,,,,,,,,,1.012073,,,,,,,,,,,,,,e7037da6-bee7-4329-8d61-4cb990a37adb,81,,,"[27.2, 72.1]",3942228,1,,,,0.48885235,,Right Foot,,,"[31.9, 74.6]",,Ground Pass,,5.3235326,Incomplete,,Angelo Smit Preciado Quiñónez,37737.0,,,,,,1,From Free Kick,Ray Kendry Páez Andrade,384888.0,Right Wing,3,Argentina,779,"['70d935d7-cff2-4263-b976-625a72769b2b', '88b50545-e309-45fc-ab19-6e5a3e487fbd', 'dd563060-cd57-4a99-84cf-a42cbae59af2']",30,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:30.002,Pass,True
,,,,,,,,,True,,,,,,0.578673,,,,,,,,,,,,,,dd563060-cd57-4a99-84cf-a42cbae59af2,83,,,"[88.2, 5.5]",3942228,1,,,,0.23974311,,Right Foot,,,"[92.7, 6.6]",,Ground Pass,,4.632494,,,Alexis Mac Allister,27886.0,,,,,Interception,1,From Free Kick,Nicolás Iván González,20687.0,Left Midfield,3,Argentina,779,"['34523768-585e-4924-a5be-352ef9918f69', 'e7037da6-bee7-4329-8d61-4cb990a37adb']",31,,,,,,,,,,,,,,,,,Argentina,779,00:01:31.015,Pass,
,,,,,,,,,,,,,,,0.417834,,,,,,,,,,,,,,57f1f52b-ce6c-40a1-bd12-bec6e2c57bf7,87,,,"[91.5, 5.9]",3942228,1,,,,2.2005997,,Right Foot,,,"[87.2, 11.8]",,Ground Pass,,7.300685,,,Enzo Fernandez,38718.0,,,,,,1,From Free Kick,Alexis Mac Allister,27886.0,Right Defensive Midfield,3,Argentina,779,"['03de26c4-96e4-4d09-97ad-cfd078f88a80', 'e58b8bf8-9ff1-46cc-a6bd-8a24f07dc618']",32,,,,,,,,,,,,,,,,,Argentina,779,00:01:32.304,Pass,True
,,,,,,,,,,,,,,,1.000267,,,,,,,,,,,,,,4d1d83fe-f0fc-4a64-8d2d-e5d967be2a31,90,,,"[88.5, 11.0]",3942228,1,,,,-0.19026302,,Right Foot,,,"[102.0, 8.4]",,Ground Pass,,13.748091,,,Nicolás Iván González,20687.0,,,,,,1,From Free Kick,Enzo Fernandez,38718.0,Left Defensive Midfield,3,Argentina,779,['6363c53e-5f1e-40dd-8eed-33637763f2f6'],32,,,,,,,,,,,,,,,,,Argentina,779,00:01:32.766,Pass,
,,,,,,,,,,,,,,,1.072222,,,,,,,,,,,,,,881d653b-51fc-48d3-b429-f9a01c3dd32f,93,,,"[102.0, 8.6]",3942228,1,,,,1.8425885,,Left Foot,,,"[98.6, 20.8]",,Ground Pass,,12.664912,,,Lautaro Javier Martínez,11456.0,,,,,,1,From Free Kick,Nicolás Iván González,20687.0,Left Midfield,3,Argentina,779,['31b65563-0bd6-41f2-a5c7-79baf1be1653'],33,,,,,,,,,,,,,,,,,Argentina,779,00:01:33.806,Pass,
,,,,,,,,,,,,,,,0.173118,,,,,,,,,,,,,,337b4c52-8946-4e80-a945-ba46ebbfefc7,102,,,"[6.6, 54.8]",3942228,1,,,,0.7086263,,Right Foot,,,"[7.3, 55.4]",,Ground Pass,,0.92195445,Incomplete,,,,,,,,,1,From Free Kick,Alan Steven Franco Palma,37945.0,Left Defensive Midfield,3,Argentina,779,"['6197e411-9eb4-4dc2-a356-1098c7d2992d', 'edf5a22d-d6c8-40c2-8302-8c07e05757a0']",38,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:38.640,Pass,True
,,,,,,,,,,,,,,,4.382928,,,,,,,,,,,,,,25cde4d6-7234-4ed8-b0b7-302cca05b9ea,104,,,"[14.7, 80.0]",3942228,1,,,,-0.09082747,,,,,"[68.5, 75.1]",,High Pass,,54.022682,Incomplete,,Enner Remberto Valencia Lastra,28559.0,,,,,Throw-in,1,From Throw In,Angelo Smit Preciado Quiñónez,37737.0,Right Back,4,Ecuador,3565,"['06662d85-f765-48fa-b061-8173d4bed18a', 'ae349ae2-4937-4bf3-8034-5b15cf2b35eb']",58,,,,,,,,,,,,,,,,,Ecuador,3565,00:01:58.400,Pass,
,,,,,,,,,,,,,,,2.046108,,,,,,,,,,,,,,06662d85-f765-48fa-b061-8173d4bed18a,107,,,"[51.6, 5.0]",3942228,2,,,,2.1532512,,Left Foot,,,"[40.6, 21.7]",,Ground Pass,,19.99725,,,Cristian Gabriel Romero,20572.0,,,,,Recovery,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,5,Argentina,779,"['25cde4d6-7234-4ed8-b0b7-302cca05b9ea', '5dca6eff-d918-4c20-a82b-d42d8c124b11', 'feced95f-175d-4f41-a978-66317c7625b5']",2,,,,,,,,,,,,,,,,,Argentina,779,00:02:02.783,Pass,True
,,,,,,,,,,,,,,,1.160338,,,,,,,,,,,,,,22d59b43-b6da-4f65-9bf2-3387bd0ff643,110,,,"[39.0, 20.8]",3942228,2,,,,-2.0842562,,Right Foot,,,"[31.5, 7.5]",,Ground Pass,,15.268923,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,5,Argentina,779,['ffdc32db-f798-44ca-b8be-42b4d4fca2cb'],5,,,,,,,,,,,,,,,,,Argentina,779,00:02:05.049,Pass,
,,,,,,,,,,,,,,,1.944807,,,,,,,,,,,,,,15d38626-a839-42a3-b2ef-f9ad3f609251,113,,,"[26.0, 11.2]",3942228,2,,,,1.6869379,,Left Foot,,,"[23.2, 35.2]",,Ground Pass,,24.16278,,,Cristian Gabriel Romero,20572.0,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,5,Argentina,779,['2ecd3ab3-8559-42d8-b1ee-44ba29ba531e'],9,,,,,,,,,,,,,,,,,Argentina,779,00:02:09.067,Pass,
,,,,,,,,,,,,,,,1.684658,,,,,,,,,,,,,,cbb85d1f-8cc9-4219-9538-afe5ed350d2d,116,,,"[31.4, 34.1]",3942228,2,,,,-1.477927,,Right Foot,,,"[33.3, 13.7]",,Ground Pass,,20.488289,,,Lisandro Martínez,27768.0,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,5,Argentina,779,['195840bd-f33f-48e6-994d-1f3365a2f3ee'],16,,,,,,,,,,,,,,,,,Argentina,779,00:02:16.283,Pass,
,,,,,,,,,,,,,,,2.132437,,,,,,,,,,,,,,08739558-2925-4cf9-bbff-72d4e5806334,119,,,"[34.7, 12.5]",3942228,2,,,,1.6427244,,Left Foot,,,"[31.4, 58.3]",,Ground Pass,,45.91873,,,Cristian Gabriel Romero,20572.0,,True,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,5,Argentina,779,['b5231c7f-1142-45dc-8587-04f1a9b7b560'],20,,,,,,,,,,,,,,,,,Argentina,779,00:02:20.222,Pass,
