50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6eefcaa7-9ae5-4e4a-9939-842792898d4a,1086,,,"[27.9, 55.9]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cristian Gabriel Romero,20572.0,Right Center Back,40,Argentina,779,['12158ff6-1a20-4a81-9c4c-5bbb5ff7da23'],7,,,,,,,,,,,,,,,,,Argentina,779,00:24:07.122,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b80d102-342f-466f-a59d-138328b0ce7d,1089,,,"[33.3, 24.9]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lisandro Martínez,27768.0,Left Center Back,40,Argentina,779,['2cb57db8-2c80-451f-87b3-876b9f875144'],14,,,,,,,,,,,,,,,,,Argentina,779,00:24:14.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,095df5d6-c602-4a96-87dc-4b11eb6cdf1e,1092,,,"[13.5, 45.8]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Damián Emiliano Martínez,6909.0,Goalkeeper,40,Argentina,779,['52a5b872-8a4a-4d1b-9cae-9f682d0aed46'],17,,,,,,,,,,,,,,,,,Argentina,779,00:24:17.487,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4befb07a-2419-4919-80bb-a3d2f1305a5c,1095,,,"[22.5, 54.7]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Cristian Gabriel Romero,20572.0,Right Center Back,40,Argentina,779,['67d7693c-a375-432a-a567-02733aca3031'],22,,,,,,,,,,,,,,,,,Argentina,779,00:24:22.063,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13251e12-ab34-4301-aad8-c85a3f77a8c5,1098,,,"[27.3, 33.6]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lisandro Martínez,27768.0,Left Center Back,40,Argentina,779,['af00c610-46c8-4ad3-a07f-7bb52181dbb5'],32,,,,,,,,,,,,,,,,,Argentina,779,00:24:32.128,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4aca818c-f465-4f8a-adb6-23697e6c4e35,1101,,,"[99.0, 77.4]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ángel Fabián Di María Hernández,2995.0,Right Midfield,40,Argentina,779,['4383a596-ac3b-438e-9311-bdccfd9c1d37'],38,,,,,,,,,,,,,,,,,Argentina,779,00:24:38.944,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f246f512-e930-4062-8231-25724ae7efb8,1103,,,"[44.6, 10.6]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cyle Larin,16459.0,Left Center Forward,41,Canada,1833,['f7f6407a-150a-4181-bdff-7576ebbb7fe2'],55,,,,,,,,,,,,,,,,,Canada,1833,00:24:55.334,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887483a4-6d04-4b9f-b5d8-94e0364cc7c9,1108,,,"[80.3, 65.7]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,42,Argentina,779,['cbd089af-476c-4872-b8b9-287c2a30009e'],57,,,,,,,,,,,,,,,,,Argentina,779,00:24:57.144,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b8ef41c-2163-4fd6-9273-703716e5b18b,1110,,,"[69.9, 58.5]",3939969,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,42,Argentina,779,['4de7c595-6de1-45f7-b994-daeb3d8779ca'],58,,,,,,,,,,,,,,,,,Argentina,779,00:24:58.319,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb8d75c3-1f62-4339-8976-d42b059a6c94,1112,,,"[50.8, 51.5]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,42,Argentina,779,['b97de0dd-7f1c-4d49-9f86-506f7e9db05f'],0,,,,,,,,,,,,,,,,,Argentina,779,00:25:00.408,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d9dd19f-e98e-4426-ba8d-a1e3d164cd67,1114,,,"[15.7, 45.0]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,42,Argentina,779,['acbe2b84-829a-436d-9c46-8c0a87679c0e'],3,,,,,,,,,,,,,,,,,Argentina,779,00:25:03.152,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5327cb1d-3184-4d12-a6e5-ac339eaae015,1117,,,"[27.7, 31.8]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,42,Argentina,779,['36196007-5017-43a6-b998-783ab892026b'],7,,,,,,,,,,,,,,,,,Argentina,779,00:25:07.727,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e5661e7-0046-4e83-be67-90e013446a72,1120,,,"[34.1, 62.7]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,42,Argentina,779,['f0f5e4b8-9561-46e2-a8a2-63cd9a2cd57b'],11,,,,,,,,,,,,,,,,,Argentina,779,00:25:11.016,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d340aa23-cfaf-4147-b498-5e3978d7b5d9,1123,,,"[20.5, 42.2]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,42,Argentina,779,['e9ff87dd-ad61-43e5-bd71-1d08f915674f'],20,,,,,,,,,,,,,,,,,Argentina,779,00:25:20.816,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b7c3aef6-1f6b-4382-89ac-d868c33d3e8f,1126,,,"[26.5, 26.6]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,42,Argentina,779,['704cdfaa-6141-4b3f-85d7-5ff8bc783293'],24,,,,,,,,,,,,,,,,,Argentina,779,00:25:24.373,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246678fd-01e8-4ee9-9a34-4fbe2819c13e,1129,,,"[39.2, 60.9]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,42,Argentina,779,['2498cf3c-5d22-4b88-8489-8430b855206a'],31,,,,,,,,,,,,,,,,,Argentina,779,00:25:31.683,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7769df90-03b4-4ae3-b93d-aa6900cc4074,1132,,,"[45.0, 76.8]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nahuel Molina Lucero,29201.0,Right Back,42,Argentina,779,['98e3055f-25ee-4fa5-9e1c-94cd3a650376'],36,,,,,,,,,,,,,,,,,Argentina,779,00:25:36.013,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1f2da62-1f20-4474-b2c0-0f910859214e,1134,,,"[33.1, 65.3]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,42,Argentina,779,['0192f975-ffff-4b21-ac0d-11bb42c0f866'],37,,,,,,,,,,,,,,,,,Argentina,779,00:25:37.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a07c0d5c-747e-4148-a9a0-f6c7ba3bf190,1137,,,"[26.9, 43.4]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,42,Argentina,779,['79fed0e8-965b-4b00-bac0-427be709f39d'],45,,,,,,,,,,,,,,,,,Argentina,779,00:25:45.018,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c98d06ee-4002-4321-bd07-c170289802a2,1140,,,"[15.9, 42.6]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,42,Argentina,779,['30257a5a-023a-4b23-879e-6835b77d3066'],46,,,,,,,,,,,,,,,,,Argentina,779,00:25:46.396,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33af42ad-9ec2-4133-86a8-47b7147c4604,1142,,,"[20.1, 23.9]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,42,Argentina,779,['edba4c15-3927-488a-86bd-5450b6f4327d'],47,,,,,,,,,,,,,,,,,Argentina,779,00:25:47.859,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3a85ed0-aa64-41b0-a3dc-f78eac15df69,1145,,,"[33.7, 3.9]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,42,Argentina,779,['e36ff68b-3b53-409e-8254-30b1dae1fe5b'],50,,,,,,,,,,,,,,,,,Argentina,779,00:25:50.291,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a523594-2831-45b2-8d12-b09c0c624bc9,1148,,,"[19.1, 7.9]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,42,Argentina,779,['6f8175c4-71e8-4038-a131-0035a3be35d3'],52,,,,,,,,,,,,,,,,,Argentina,779,00:25:52.347,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae484a8e-fedc-4b6e-bb7d-7961e6605789,1151,,,"[7.4, 36.6]",3939969,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,42,Argentina,779,['2d7daeda-ead8-4a53-b23c-0095e4cbdd95'],55,,,,,,,,,,,,,,,,,Argentina,779,00:25:55.744,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64220f89-0942-4185-8ab4-d2ff00c77d92,1154,,,"[27.3, 55.7]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,42,Argentina,779,['7dccc655-999a-4b3b-9d78-413e7713208c'],1,,,,,,,,,,,,,,,,,Argentina,779,00:26:01.145,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d2db25c-ff2f-4e71-b9e0-6b0d98aa120d,1157,,,"[45.2, 78.4]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Midfield,42,Argentina,779,['b91930eb-2c9d-4aa9-9296-ff319b17c150'],5,,,,,,,,,,,,,,,,,Argentina,779,00:26:05.782,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30c8139d-6f85-4892-ba53-06f3bd896145,1161,,,"[26.5, 77.6]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nahuel Molina Lucero,29201.0,Right Back,42,Argentina,779,['7d6e6c65-c385-4517-8d9e-47bd64289636'],8,,,,,,,,,,,,,,,,,Argentina,779,00:26:08.541,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e56c5714-30ba-46ee-a893-55c497ac3523,1164,,,"[8.6, 42.4]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Damián Emiliano Martínez,6909.0,Goalkeeper,42,Argentina,779,['ab03183e-fd8f-4e93-8f11-0ef76875bfc5'],11,,,,,,,,,,,,,,,,,Argentina,779,00:26:11.814,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4b643c2-c2ff-47f8-bb0b-2366c6550204,1167,,,"[22.3, 31.8]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,42,Argentina,779,['8b4669b6-ea49-48ca-bc38-871f817f31ec'],14,,,,,,,,,,,,,,,,,Argentina,779,00:26:14.530,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68ebfa68-9792-47b0-9133-39781656d79c,1170,,,"[35.8, 53.7]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,42,Argentina,779,['bac9ac44-3982-4357-9911-846d7855118e'],20,,,,,,,,,,,,,,,,,Argentina,779,00:26:20.133,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263a01ee-e4e1-4ed4-8891-e106a8354713,1172,,,"[28.9, 52.5]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,42,Argentina,779,['9d68a7ad-d1e6-42eb-ab83-33bcdcc48db0'],21,,,,,,,,,,,,,,,,,Argentina,779,00:26:21.518,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce14ac18-006c-4bd4-959d-702fb688aff5,1175,,,"[32.5, 59.5]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,42,Argentina,779,['c3021234-5017-42ba-b898-216464af2379'],23,,,,,,,,,,,,,,,,,Argentina,779,00:26:23.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9788ef43-2f68-4a52-846f-b05b6498f4cf,1179,,,"[27.1, 54.7]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Gabriel Romero,20572.0,Right Center Back,42,Argentina,779,['f9ca8143-ce6b-47b2-9abe-788f848eaea7'],25,,,,,,,,,,,,,,,,,Argentina,779,00:26:25.385,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146f68d0-7807-46bc-aa78-dc4ca74d8ce4,1182,,,"[56.8, 52.7]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julián Álvarez,29560.0,Left Center Forward,42,Argentina,779,['895c195d-d4bd-40f8-a63b-eb91f7195157'],31,,,,,,,,,,,,,,,,,Argentina,779,00:26:31.723,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e25cdb8-0d16-469d-a929-caeea1c5c116,1193,,,"[40.4, 28.4]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,42,Argentina,779,['222a09bf-c870-4a63-b544-f5e3c4772f43'],38,,,,,,,,,,,,,,,,,Argentina,779,00:26:38.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5635dc6b-48c0-4a88-8b11-0986f3cd3e12,1196,,,"[35.4, 24.9]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julián Álvarez,29560.0,Left Center Forward,42,Argentina,779,['77fb9869-3548-48c7-97c0-df56a84d0dab'],39,,,,,,,,,,,,,,,,,Argentina,779,00:26:39.862,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788b54ff-a15e-47bb-9628-3c6df917cd19,1199,,,"[46.2, 50.5]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rodrigo Javier De Paul,7797.0,Right Defensive Midfield,42,Argentina,779,['c2306cce-e8ab-44ab-85a0-eb3ebf706052'],42,,,,,,,,,,,,,,,,,Argentina,779,00:26:42.094,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3562c26-3cb2-4bdb-b753-47760d6efc97,1202,,,"[63.5, 75.4]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,42,Argentina,779,['669a8ab8-59fc-465a-aee7-855507656bbd'],45,,,,,,,,,,,,,,,,,Argentina,779,00:26:45.214,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175f743-cfe8-452a-9847-4f45ee071e94,1205,,,"[116.7, 23.7]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Javier Acuña,19597.0,Left Back,42,Argentina,779,['359d4869-7e63-428d-bb90-97509fcb795f'],50,,,,,,,,,,,,,,,,,Argentina,779,00:26:50.742,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1934c42-9a1d-4088-a91d-a4e60ac14abf,1208,,,"[109.9, 53.7]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,42,Argentina,779,['7133d167-9d98-454e-b327-af56ee62f4e0'],52,,,,,,,,,,,,,,,,,Argentina,779,00:26:52.978,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6b390ff-1ec9-41fc-b3f4-7952c80466a3,1211,,,"[105.7, 46.2]",3939969,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,42,Argentina,779,['3be93844-1e08-477b-9a37-4fdf0a2748c6'],55,,,,,,,,,,,,,,,,,Argentina,779,00:26:55.581,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7819595f-c478-4799-a808-da95b31fd668,1220,,,"[51.4, 49.5]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ismael Koné,133229.0,Right Defensive Midfield,44,Canada,1833,['f64be97a-98e6-4f55-9343-234879c01747'],23,,,,,,,,,,,,,,,,,Canada,1833,00:27:23.536,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5022e00-0ede-4684-8ce2-bbe2fd71a7e7,1223,,,"[45.4, 48.7]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Moise Bombito,383250.0,Right Center Back,44,Canada,1833,['86797ec1-0fdf-478a-af9e-e139cd47a0ff'],26,,,,,,,,,,,,,,,,,Canada,1833,00:27:26.019,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1f3c982-b5c2-4e13-af8f-3e3dc25be157,1226,,,"[49.6, 48.9]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,44,Canada,1833,['838b5d0e-1a27-47e0-a5f9-d44039704b1d'],27,,,,,,,,,,,,,,,,,Canada,1833,00:27:27.006,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc500bc1-bdf9-46cf-89b8-bdc5d46c6d1b,1229,,,"[51.2, 55.4]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ismael Koné,133229.0,Right Defensive Midfield,44,Canada,1833,['98543a84-6985-4e72-9b4c-4fb2d9a589cc'],27,,,,,,,,,,,,,,,,,Canada,1833,00:27:27.630,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91707f3a-9f16-4a9a-b5be-af255afe82b9,1233,,,"[81.3, 75.0]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alistair Johnston,44703.0,Right Back,44,Canada,1833,['76f5ae5b-a44f-4103-a0a6-79d5c1da0958'],30,,,,,,,,,,,,,,,,,Canada,1833,00:27:30.498,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2106636b-67e0-4305-a44f-5036b842c480,1237,,,"[113.5, 57.6]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Tajon Buchanan,24024.0,Right Midfield,44,Canada,1833,"['3a20e386-6766-4992-9537-b1dbd53c5703', '9d4de71a-3b53-4125-ab02-0791eb9215db']",33,,,,,,,,,,,,,,,,,Canada,1833,00:27:33.391,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf805bb9-7019-4be2-908b-b09bbbf9424a,1242,,,"[9.0, 16.1]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Javier Acuña,19597.0,Left Back,45,Argentina,779,['99a5909a-5db6-4b8b-9755-b8c9f72d6fc4'],40,,,,,,,,,,,,,,,,,Argentina,779,00:27:40.672,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88f19201-a7de-441f-bbab-4d56c2e36c53,1244,,,"[4.8, 9.1]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,45,Argentina,779,['e0338b5b-d38a-4c3e-8c1c-27126c7e6b25'],41,,,,,,,,,,,,,,,,,Argentina,779,00:27:41.282,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c43ffc7b-8cdc-493e-aba2-d30ab428eaa0,1248,,,"[15.1, 4.1]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,45,Argentina,779,"['1954232a-42f7-497f-a97a-fa7eec87a12f', '796cb9db-617b-446f-99b4-bce94d3147fd']",43,,,,,,,,,,,,,,,,,Argentina,779,00:27:43.053,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41d1f529-8474-4ca6-b925-14b90391d841,1252,,,"[21.3, 11.7]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Javier Acuña,19597.0,Left Back,45,Argentina,779,"['01bdfdad-cb12-4bf8-85ee-ac77bacc2777', '5388d62f-7047-449a-a18f-bd6eac3f34a6']",44,,,,,,,,,,,,,,,,,Argentina,779,00:27:44.435,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fe05901-8099-495b-8f4d-ab6c265c1f0d,1255,,,"[16.5, 9.3]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Mac Allister,27886.0,Left Midfield,45,Argentina,779,['c398a822-0c1b-4cb8-9c4e-1eab1e829abe'],44,,,,,,,,,,,,,,,,,Argentina,779,00:27:44.987,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a9a41fd-03a6-44b8-b166-b3fbe03235da,1258,,,"[9.8, 26.1]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Left Defensive Midfield,45,Argentina,779,['dd86e905-8aa3-4a50-86f2-e517cf0801a2'],47,,,,,,,,,,,,,,,,,Argentina,779,00:27:47.111,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346cee4-301c-413e-9726-ae24cf61b6a6,1260,,,"[8.8, 14.5]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lisandro Martínez,27768.0,Left Center Back,45,Argentina,779,['0033c807-dcbf-408a-8a73-0155d767d42a'],48,,,,,,,,,,,,,,,,,Argentina,779,00:27:48.119,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34cb2a15-a27d-47fe-945d-03fa099f5073,1263,,,"[33.7, 8.3]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcos Javier Acuña,19597.0,Left Back,45,Argentina,779,['0912f6d0-791d-48b1-a1db-cccc8d4c5ce8'],49,,,,,,,,,,,,,,,,,Argentina,779,00:27:49.960,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8532023-143c-4c8b-975c-b4781a40d543,1266,,,"[75.3, 8.3]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Julián Álvarez,29560.0,Left Center Forward,45,Argentina,779,['bb9d807d-fae8-4201-805d-c6150c64dd10'],53,,,,,,,,,,,,,,,,,Argentina,779,00:27:53.930,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21bfaaa8-e30e-481f-8312-bb6985ba1c53,1271,,,"[61.4, 55.4]",3939969,27,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan David,23640.0,Right Center Forward,46,Canada,1833,['e4fc1329-920a-4ca6-b09c-c4ccb773b4c6'],59,,,,,,,,,,,,,,,,,Canada,1833,00:27:59.209,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1abd29e-2c7a-4e1f-91af-828c09302fe7,1274,,,"[46.6, 51.5]",3939969,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Stephen Antunes Eustáquio,11187.0,Left Defensive Midfield,46,Canada,1833,['17f41cdf-cff5-43f9-b324-4f3f15a4f23c'],0,,,,,,,,,,,,,,,,,Canada,1833,00:28:00.112,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120c9925-72e1-4c41-abb5-aa2dcae95e76,1277,,,"[69.7, 6.3]",3939969,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alphonso Davies,12365.0,Left Back,46,Canada,1833,['d2d98573-faf3-4d59-970d-db6a06870a09'],2,,,,,,,,,,,,,,,,,Canada,1833,00:28:02.997,Ball Receipt*,
