50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.185363,,,,,,,,,,,,,05426470-145c-4100-a90c-d3b4c54ba1b4,22,,,"[103.1, 67.2]",3939991,0,,,,,-1.5857205,,Left Foot,,,,"[103.0, 60.5]",Low Pass,,6.700746,Incomplete,,,,,,,,,1,From Kick Off,Raphael Dias Belloli,10595.0,Right Wing,2,Colombia,769,['ac5c2c00-2c8b-4053-bb1d-344ce7fb854d'],17,,,,,,,,,,,,,,,,Brazil,781,00:00:17.884,Pass,
,,,,,,,,,,,,,,,,,,,,1.999998,,,,,,,,,,,,,28047753-782c-442e-873e-5af05636fca8,25,,,"[10.1, 38.7]",3939991,0,,True,,,-1.1766816,,Keeper Arm,,,,"[23.2, 7.2]",Ground Pass,,34.11539,,,Deiver Andrés Machado Mena,27473.0,,,,,,1,From Kick Off,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,2,Colombia,769,['21c89ac4-208d-4587-acbb-dd0a71dd5db6'],33,,,,,,,,,,,,,,,,Colombia,769,00:00:33.853,Pass,
,,,,,,,,,,,,,,,,,,,,2.265513,,,,,,,,,,,,,b36e81ed-873f-4d0e-8e22-863b80a5093d,30,,,"[28.5, 0.1]",3939991,1,,,,,0.26432797,,,,,,"[76.9, 13.2]",High Pass,,50.1415,Incomplete,,,,,,,,Throw-in,1,From Throw In,Deiver Andrés Machado Mena,27473.0,Left Back,3,Colombia,769,['c249a499-df90-427f-bd13-f168a61bd604'],15,,,,,,,,,,,,,,,,Colombia,769,00:01:15.101,Pass,
,,,,,,,,,,,,,,,,,,,,2.09978,,,,,,,,,,,,,c249a499-df90-427f-bd13-f168a61bd604,31,,,"[43.2, 66.9]",3939991,1,,,,,-1.0014831,,Head,,,,"[51.2, 54.4]",High Pass,,14.840822,Incomplete,,,,,,,,Recovery,1,From Throw In,Éder Gabriel Militão,13620.0,Right Center Back,3,Colombia,769,"['6391742c-161f-4104-9f25-8f1fb7b715ae', 'b36e81ed-873f-4d0e-8e22-863b80a5093d']",17,,,,,,,,,,,,,,,,Brazil,781,00:01:17.367,Pass,
,,,,,,,,,,,,,,,,,,,,2.118055,,,,,,,,,,,,,b5c93d11-82e5-45dc-8d7b-e73db9a8ac6c,37,,,"[14.2, 51.8]",3939991,1,,,,,-1.2499442,,Keeper Arm,,,,"[25.3, 18.4]",Low Pass,,35.196163,,,Wendell Nascimento Borges,8212.0,,,,,,1,From Keeper,Alisson Ramsés Becker,5547.0,Goalkeeper,4,Brazil,781,['3208a214-3c83-49c0-9d35-52331a1b781b'],23,,,,,,,,,,,,,,,,Brazil,781,00:01:23.887,Pass,
,,,,,,,,,,,,,,,,,,,,0.733909,,,,,,,,,,,,,d9d57e63-e0b2-4b4f-8c9b-a867482d9765,40,,,"[36.9, 7.6]",3939991,1,,,,,-0.3077328,,Left Foot,,,,"[49.8, 3.5]",Ground Pass,,13.535878,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,,1,From Keeper,Wendell Nascimento Borges,8212.0,Left Back,4,Brazil,781,['26eca586-ef03-4a51-b670-ee14c41da5f9'],28,,,,,,,,,,,,,,,,Brazil,781,00:01:28.720,Pass,
,,,,,,,,,,,,,,,,,,,,1.424027,,,,,,,,,,,,,25469824-1c6a-493b-b477-d1eeb8addce7,46,,,"[44.5, 4.9]",3939991,2,,,,,2.5441918,,Left Foot,,,,"[32.3, 13.2]",Ground Pass,,14.755677,,,João Victor Gomes da Silva,48720.0,,,,,Free Kick,1,From Free Kick,Wendell Nascimento Borges,8212.0,Left Back,5,Brazil,781,['73ae4ce4-1494-4c67-bf6d-3633ce534e2d'],0,,,,,,,,,,,,,,,,Brazil,781,00:02:00.336,Pass,
,,,,,,,,,,,,,,,,,,,,0.976656,,,,,,,,,,,,,056437bf-5905-4d4f-aedc-a184d6621b65,49,,,"[31.7, 17.6]",3939991,2,,,,,1.0064452,,Right Foot,,,,"[38.6, 28.5]",Ground Pass,,12.900388,,,Bruno Guimarães Rodriguez Moura,25142.0,,,,,,1,From Free Kick,João Victor Gomes da Silva,48720.0,Right Defensive Midfield,5,Brazil,781,['6d864ed8-dd61-4376-ac09-f185a311784a'],2,,,,,,,,,,,,,,,,Brazil,781,00:02:02.717,Pass,
,,,,,,,,,,,,,,,,,,,,1.108887,,,,,,,,,,,,,a1e97edf-4c7e-4ecb-a09d-0f94a54f2d4c,53,,,"[40.6, 23.2]",3939991,2,,,,,-1.0209432,,Right Foot,,,,"[50.1, 7.7]",Ground Pass,,18.179659,,,Wendell Nascimento Borges,8212.0,,,,,,1,From Free Kick,Bruno Guimarães Rodriguez Moura,25142.0,Left Defensive Midfield,5,Brazil,781,['f5d38824-0ce8-421b-a6fe-bcb91adf63c4'],5,,,,,,,,,,,,,,,,Brazil,781,00:02:05.629,Pass,
,,,,,,,,,,,,,,,,,,,,1.18222,,,,,,,,,,,,,44e63cdf-ead3-442b-996f-ac4096f08bc0,60,,,"[42.5, 71.0]",3939991,2,,,,,1.815775,,Left Foot,,,,"[41.1, 76.6]",Ground Pass,,5.772348,Incomplete,,Jhon Andrés Córdoba Copete,8817.0,,,,,Recovery,1,From Free Kick,Richard Rios Montoya,49395.0,Right Center Midfield,5,Brazil,781,"['61ad7f20-c67c-410c-803a-b3d3b5ca84ed', 'edcce17f-7d39-49cc-8316-e18937606dad']",12,,,,,,,,,,,,,,,,Colombia,769,00:02:12.000,Pass,
,,,,,,,,,,,,,,,,,,,,1.418804,,,,,,,,,,,,,d6d44e2f-cdc8-4383-8039-a47cae78d3eb,69,,,"[69.2, 8.3]",3939991,2,,,,,2.9482348,,Right Foot,,,,"[54.9, 11.1]",Ground Pass,,14.5715475,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Free Kick,João Victor Gomes da Silva,48720.0,Right Defensive Midfield,5,Brazil,781,"['7dc007f7-99fd-41d9-9a94-7de58a0bdd78', 'c5493d32-bfaa-4394-a47a-66de3e047622']",16,,,,,,,,,,,,,,,,Brazil,781,00:02:16.402,Pass,True
,,,,,,,,,,,,,,,,,,,,0.918675,,,,,,,,,,,,,532c2ef4-fe8c-4c53-a4bc-6f74dcbd5a2f,71,,,"[54.9, 11.4]",3939991,2,,,,,0.41822433,,Right Foot,,,,"[62.1, 14.6]",Ground Pass,,7.879086,,,João Victor Gomes da Silva,48720.0,,,,,,1,From Free Kick,Marcos Aoás Corrêa,4372.0,Left Center Back,5,Brazil,781,['1a792883-cec4-4b02-8bd0-2dd325992016'],17,,,,,,,,,,,,,,,,Brazil,781,00:02:17.821,Pass,
,,,,,,,,,,,,,,,,,,,,1.493782,,,,,,,,,,,,,52f5b083-9b19-4346-a401-2ff771d1b4c3,74,,,"[61.5, 17.1]",3939991,2,,,,,2.6516354,,Right Foot,,,,"[42.0, 27.5]",Ground Pass,,22.1,,,Éder Gabriel Militão,13620.0,,,,,,1,From Free Kick,João Victor Gomes da Silva,48720.0,Right Defensive Midfield,5,Brazil,781,['50d7c135-2f90-4c91-aa4c-c2018530ddd1'],19,,,,,,,,,,,,,,,,Brazil,781,00:02:19.191,Pass,
,,,,,,,,,,,,,,,,,,,,1.384305,,,,,,,,,,,,,b893435e-a9ef-490a-b8c4-0a8e306ba50b,77,,,"[40.8, 34.7]",3939991,2,,,,,1.7834922,,Right Foot,,,,"[36.2, 56.0]",Ground Pass,,21.791054,,,Danilo Luiz da Silva,3063.0,,,,,,1,From Free Kick,Éder Gabriel Militão,13620.0,Right Center Back,5,Brazil,781,['d428c4c9-798b-4554-9be2-c1790284c5ba'],23,,,,,,,,,,,,,,,,Brazil,781,00:02:23.972,Pass,
,,,,,,,,,,,,,,,,,,,,1.117615,,,,,,,,,,,,,2d654fde-764d-4d88-ac95-ef89539ddd27,79,,,"[36.2, 57.2]",3939991,2,,,,,-0.7524431,,Right Foot,,,,"[45.6, 48.4]",Ground Pass,,12.876335,,,Bruno Guimarães Rodriguez Moura,25142.0,,,,,,1,From Free Kick,Danilo Luiz da Silva,3063.0,Right Back,5,Brazil,781,['a989d148-57cc-464e-9c7f-e43b54b65b31'],25,,,,,,,,,,,,,,,,Brazil,781,00:02:25.357,Pass,
,,,,,,,,,,,,,,,,,,,,1.077945,,,,,,,,,,,,,f9fc9def-0ba8-42fd-85b8-66d989e0256f,81,,,"[45.6, 48.4]",3939991,2,,,,,1.0278451,,Right Foot,,,,"[52.6, 60.0]",Ground Pass,,13.548431,,,Rodrygo Silva de Goes,25104.0,,,,,,1,From Free Kick,Bruno Guimarães Rodriguez Moura,25142.0,Left Defensive Midfield,5,Brazil,781,['979c4fb4-0edf-45fe-85f5-c34fdb8b249b'],26,,,,,,,,,,,,,,,,Brazil,781,00:02:26.474,Pass,
,,,,,,,,,,,,,,,,,,,,2.138909,,,,,,,,,,,,,efa97d9f-6531-445b-b152-6011f54dcb12,87,,,"[80.2, 63.7]",3939991,2,,True,,,0.17257796,,Left Foot,,,,"[102.0, 67.5]",Ground Pass,,22.128714,,,Raphael Dias Belloli,10595.0,,,,,Free Kick,1,From Free Kick,Danilo Luiz da Silva,3063.0,Right Back,6,Brazil,781,['12828633-ea84-497e-917d-8d0c9c9f9212'],53,,,,,,,,,,,,,,,,Brazil,781,00:02:53.253,Pass,
,,,,,,,,,,,,,,,,,,,,1.455443,,,,,,,,,,,,,aa0e507c-8e06-4a06-9a9f-db138fffd232,97,,,"[109.4, 80.0]",3939991,3,,,,,-1.4259838,,,,,,"[112.9, 56.0]",Low Pass,,24.253866,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,Throw-in,1,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,7,Brazil,781,['a15be21c-a437-4dde-9388-2f4842098572'],13,,,,,,,,,,,,,,,,Brazil,781,00:03:13.687,Pass,
,,,,,,,,,,,,,,,,,,,,0.871701,,,,,,,,,,,,,5f0c6458-d92c-4e2a-bf19-5ba248eba5f5,100,,,"[113.5, 57.0]",3939991,3,,,,,-3.028865,,Left Foot,,,,"[108.2, 56.4]",Low Pass,,5.333854,,,Rodrygo Silva de Goes,25104.0,,,,,,1,From Throw In,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Wing,7,Brazil,781,"['bf6ba321-b20e-4217-b66d-62a196c7a70a', 'f7ded80d-f17e-4984-8f58-751fe4549e7b']",15,,,,,,,,,,,,,,,,Brazil,781,00:03:15.143,Pass,True
,,,,,,,,,,,,,,,,,,,,0.335979,,,,,,,,,,,,,4aad73e1-b6e5-4362-bfe9-5693b96b8894,103,,,"[107.6, 56.2]",3939991,3,,,,,-2.782822,,Left Foot,,,,"[104.4, 55.0]",Ground Pass,,3.4176016,Incomplete,,João Victor Gomes da Silva,48720.0,,,,,,1,From Throw In,Rodrygo Silva de Goes,25104.0,Center Forward,7,Brazil,781,"['a67f6ac5-c675-4ab5-aeba-e7ec822162b8', 'bd3f664f-d0d9-487a-b6a7-691b7605b597']",16,,,,,,,,,,,,,,,,Brazil,781,00:03:16.539,Pass,
,,,,,,,,,,,,,,,,,,,,0.539918,,,,,,,,,,,,,7a054d7a-a900-4abe-9341-244c9f2017a3,109,,,"[11.7, 32.4]",3939991,3,,,,,2.3561945,,Right Foot,,,,"[7.5, 36.6]",Ground Pass,,5.939697,,,Camilo Andrés Vargas Gil,27225.0,,,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Right Center Back,8,Colombia,769,"['7bbeb410-bc37-42c6-8778-e5e92f6c6c4c', '8cccb2fb-25af-47f7-aa86-f77e7b52d4d2']",18,,,,,,,,,,,,,,,,Colombia,769,00:03:18.569,Pass,True
,,,,,,,,,,,,,,,,,,,,1.340682,,,,,,,,,,,,,61f1484a-7092-44f3-836f-c016110b6ab3,112,,,"[7.5, 37.0]",3939991,3,,,,,-0.66881216,,Left Foot,,,,"[32.3, 17.4]",Low Pass,,31.610125,Incomplete,,,,,,,,,1,Regular Play,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,8,Colombia,769,"['32602946-39ec-41ed-9ecd-1cc624192faa', 'f1ea94d0-ead7-4ba6-a9ea-3971c299f8ab']",19,,,,,,,,,,,,,,,,Colombia,769,00:03:19.109,Pass,True
,,,,,,,,,,,,,,,,,,,,1.602514,,,,,,,,,,,,,f1ea94d0-ead7-4ba6-a9ea-3971c299f8ab,113,,,"[87.8, 62.7]",3939991,3,,,,,-0.109153464,,Right Foot,,,,"[95.1, 61.9]",Low Pass,,7.3437047,Incomplete,,,,,,,,Recovery,1,Regular Play,João Victor Gomes da Silva,48720.0,Right Defensive Midfield,8,Colombia,769,"['61f1484a-7092-44f3-836f-c016110b6ab3', 'd819a4ce-07ee-4a88-bdd2-e4f926d00c3e']",20,,,,,,,,,,,,,,,,Brazil,781,00:03:20.449,Pass,
,,,,,,,,,,,,,,,,,,,,0.949261,,,,,,,,,,,,,d819a4ce-07ee-4a88-bdd2-e4f926d00c3e,114,,,"[25.0, 18.2]",3939991,3,,,,,-2.0622146,,Right Foot,,,,"[21.2, 11.1]",Ground Pass,,8.05295,,,Deiver Andrés Machado Mena,27473.0,,,,,Recovery,1,Regular Play,Luis Fernando Díaz Marulanda,27158.0,Left Center Forward,8,Colombia,769,"['f1ea94d0-ead7-4ba6-a9ea-3971c299f8ab', 'ff121afd-022b-4210-8269-59625061c731']",22,,,,,,,,,,,,,,,,Colombia,769,00:03:22.052,Pass,
,,,,,,,,,,,,,,,,,,,,0.698444,,,,,,,,,,,,,5c6888ac-9a13-432c-84fe-098bad89b872,118,,,"[24.6, 6.0]",3939991,3,,,,,0.6885592,,Left Foot,,,,"[34.2, 13.9]",Ground Pass,,12.432618,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Deiver Andrés Machado Mena,27473.0,Left Back,8,Colombia,769,['12e72945-1411-485e-8132-94d0fb1baf38'],23,,,,,,,,,,,,,,,,Colombia,769,00:03:23.996,Pass,
,,,,,,,,,,,,,,,,,,,,1.327584,,,,,,,,,,,,,9f987e85-96d7-4975-8010-ed59edaf95b4,120,,,"[34.2, 13.9]",3939991,3,,,,,-2.9865959,,Left Foot,,,,"[27.8, 12.9]",Ground Pass,,6.477654,,,Jhon Adolfo Arias Andrade,27277.0,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,8,Colombia,769,['df3f823c-4fa5-4088-8d7a-fccf044b84de'],24,,,,,,,,,,,,,,,,Colombia,769,00:03:24.694,Pass,
,,,,,,,,,,,,,,,,,,,,0.192051,,,,,,,,,,,,,b8ccfb30-ca3b-44de-bd1e-6c64fcbbbfbe,124,,,"[27.6, 15.0]",3939991,3,,,,,2.0977395,,Right Foot,,,,"[24.4, 20.5]",Ground Pass,,6.3631754,Incomplete,,,,,,,,,1,Regular Play,Jhon Adolfo Arias Andrade,27277.0,Left Center Midfield,8,Colombia,769,"['3721d49c-95c9-43a3-a862-a77dbce34f11', 'd209a39f-96d8-4e84-a756-322b24dcb43d']",26,,,,,,,,,,,,,,,,Colombia,769,00:03:26.584,Pass,True
,,,,,,,,,,,,,,,,,,,,0.441605,,,,,,,,,,,,,69620847-3459-4550-86ac-91872a989482,128,,,"[115.9, 55.4]",3939991,3,,,,,-1.7766305,,Right Foot,True,,,"[114.0, 46.3]",Ground Pass,,9.296236,Incomplete,,,,,,,,,1,Regular Play,Rodrygo Silva de Goes,25104.0,Center Forward,9,Brazil,781,"['4c845647-2a31-48a8-a455-9a94a267b65a', 'a158fe5c-9436-43cd-b5ef-9970e075e782']",32,,,,,,,,,,,,,,,,Brazil,781,00:03:32.454,Pass,True
,,,,,,,,,,,,,,,,,,,,0.06501,,,,,,,,,,,,,899cbaef-004e-4534-9636-d36f86d67f17,132,,,"[112.2, 57.4]",3939991,3,,,,,-1.9237868,,Left Foot,,,,"[110.8, 53.6]",Low Pass,,4.049691,Incomplete,,,,,,,,,1,Regular Play,Raphael Dias Belloli,10595.0,Right Wing,9,Brazil,781,['7fa7d239-1f77-4b30-9675-318c7e5eb137'],35,,,,,,,,,,,,,,,,Brazil,781,00:03:35.952,Pass,
,,,,,,,,,,,,,,,,,,,,1.116398,,,,,,,,,,,,,83eef723-9c76-436b-9875-1de968509b0e,137,,,"[98.7, 55.3]",3939991,3,,,,,1.0080591,,Left Foot,,,,"[106.9, 68.3]",Ground Pass,,15.370101,,,Raphael Dias Belloli,10595.0,,,,,,1,Regular Play,João Victor Gomes da Silva,48720.0,Right Defensive Midfield,9,Brazil,781,['2850455d-c4b9-432f-abbe-4983fdef8122'],39,,,,,,,,,,,,,,,,Brazil,781,00:03:39.222,Pass,
,,,,,,,,,,,,,,,,,,,,3.441128,,,,,,,,,,,,,dd7a6bef-99fc-4c66-87e5-63e2c65fad2d,142,,,"[6.7, 39.7]",3939991,4,,,,,0.2945464,,Left Foot,,,,"[77.9, 61.3]",High Pass,,74.404305,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Camilo Andrés Vargas Gil,27225.0,Goalkeeper,10,Colombia,769,['704252c1-0e75-41f7-a122-ca6fb8de34f5'],9,,,,,,,,,,,,,,,,Colombia,769,00:04:09.724,Pass,
